passage,testament
"GEN 10:4","ot"
"GEN 10:6","ot"
"GEN 10:7","ot"
"GEN 10:8","ot"
"GEN 10:9","ot"
"GEN 11:10","ot"
"GEN 11:11","ot"
"GEN 11:12","ot"
"GEN 11:13","ot"
"GEN 11:14","ot"
"GEN 11:15","ot"
"GEN 11:16","ot"
"GEN 11:17","ot"
"GEN 11:18","ot"
"GEN 11:19","ot"
"GEN 11:20","ot"
"GEN 11:21","ot"
"GEN 11:22","ot"
"GEN 11:23","ot"
"GEN 11:24","ot"
"GEN 11:25","ot"
"GEN 11:26","ot"
"GEN 11:27","ot"
"GEN 11:28","ot"
"GEN 11:29","ot"
"GEN 11:30","ot"
"GEN 11:31","ot"
"GEN 11:32","ot"
"GEN 12:1","ot"
"GEN 12:10","ot"
"GEN 12:11","ot"
"GEN 12:14","ot"
"GEN 12:16","ot"
"GEN 12:17","ot"
"GEN 12:18","ot"
"GEN 12:4","ot"
"GEN 12:5","ot"
"GEN 12:6","ot"
"GEN 12:7","ot"
"GEN 12:9","ot"
"GEN 13:1","ot"
"GEN 13:10","ot"
"GEN 13:11","ot"
"GEN 13:12","ot"
"GEN 13:14","ot"
"GEN 13:18","ot"
"GEN 13:2","ot"
"GEN 13:4","ot"
"GEN 13:5","ot"
"GEN 13:7","ot"
"GEN 13:8","ot"
"GEN 14:1","ot"
"GEN 14:12","ot"
"GEN 14:13","ot"
"GEN 14:14","ot"
"GEN 14:16","ot"
"GEN 14:17","ot"
"GEN 14:18","ot"
"GEN 14:19","ot"
"GEN 14:2","ot"
"GEN 14:21","ot"
"GEN 14:22","ot"
"GEN 14:23","ot"
"GEN 14:24","ot"
"GEN 14:4","ot"
"GEN 14:5","ot"
"GEN 14:6","ot"
"GEN 14:9","ot"
"GEN 15:1","ot"
"GEN 15:11","ot"
"GEN 15:12","ot"
"GEN 15:13","ot"
"GEN 15:18","ot"
"GEN 15:2","ot"
"GEN 15:20","ot"
"GEN 15:3","ot"
"GEN 16:1","ot"
"GEN 16:11","ot"
"GEN 16:15","ot"
"GEN 16:16","ot"
"GEN 16:2","ot"
"GEN 16:3","ot"
"GEN 16:4","ot"
"GEN 16:5","ot"
"GEN 16:6","ot"
"GEN 16:8","ot"
"GEN 17:1","ot"
"GEN 17:15","ot"
"GEN 17:17","ot"
"GEN 17:18","ot"
"GEN 17:19","ot"
"GEN 17:20","ot"
"GEN 17:21","ot"
"GEN 17:22","ot"
"GEN 17:23","ot"
"GEN 17:24","ot"
"GEN 17:25","ot"
"GEN 17:26","ot"
"GEN 17:3","ot"
"GEN 17:5","ot"
"GEN 17:9","ot"
"GEN 18:10","ot"
"GEN 18:11","ot"
"GEN 18:12","ot"
"GEN 18:13","ot"
"GEN 18:14","ot"
"GEN 18:15","ot"
"GEN 18:16","ot"
"GEN 18:17","ot"
"GEN 18:18","ot"
"GEN 18:19","ot"
"GEN 18:22","ot"
"GEN 18:23","ot"
"GEN 18:27","ot"
"GEN 18:33","ot"
"GEN 18:6","ot"
"GEN 18:7","ot"
"GEN 18:9","ot"
"GEN 19:1","ot"
"GEN 19:10","ot"
"GEN 19:12","ot"
"GEN 19:14","ot"
"GEN 19:15","ot"
"GEN 19:18","ot"
"GEN 19:23","ot"
"GEN 19:27","ot"
"GEN 19:29","ot"
"GEN 19:30","ot"
"GEN 19:36","ot"
"GEN 19:37","ot"
"GEN 19:38","ot"
"GEN 19:5","ot"
"GEN 19:6","ot"
"GEN 19:9","ot"
"GEN 2:19","ot"
"GEN 2:20","ot"
"GEN 2:21","ot"
"GEN 2:23","ot"
"GEN 20:1","ot"
"GEN 20:10","ot"
"GEN 20:11","ot"
"GEN 20:14","ot"
"GEN 20:15","ot"
"GEN 20:16","ot"
"GEN 20:17","ot"
"GEN 20:18","ot"
"GEN 20:2","ot"
"GEN 20:3","ot"
"GEN 20:4","ot"
"GEN 20:8","ot"
"GEN 20:9","ot"
"GEN 21:1","ot"
"GEN 21:10","ot"
"GEN 21:11","ot"
"GEN 21:12","ot"
"GEN 21:14","ot"
"GEN 21:17","ot"
"GEN 21:2","ot"
"GEN 21:22","ot"
"GEN 21:24","ot"
"GEN 21:25","ot"
"GEN 21:26","ot"
"GEN 21:27","ot"
"GEN 21:28","ot"
"GEN 21:29","ot"
"GEN 21:3","ot"
"GEN 21:32","ot"
"GEN 21:34","ot"
"GEN 21:4","ot"
"GEN 21:5","ot"
"GEN 21:6","ot"
"GEN 21:7","ot"
"GEN 21:8","ot"
"GEN 21:9","ot"
"GEN 22:1","ot"
"GEN 22:10","ot"
"GEN 22:11","ot"
"GEN 22:13","ot"
"GEN 22:14","ot"
"GEN 22:15","ot"
"GEN 22:19","ot"
"GEN 22:2","ot"
"GEN 22:20","ot"
"GEN 22:21","ot"
"GEN 22:22","ot"
"GEN 22:23","ot"
"GEN 22:24","ot"
"GEN 22:3","ot"
"GEN 22:4","ot"
"GEN 22:5","ot"
"GEN 22:6","ot"
"GEN 22:7","ot"
"GEN 22:8","ot"
"GEN 22:9","ot"
"GEN 23:1","ot"
"GEN 23:10","ot"
"GEN 23:12","ot"
"GEN 23:13","ot"
"GEN 23:14","ot"
"GEN 23:16","ot"
"GEN 23:17","ot"
"GEN 23:18","ot"
"GEN 23:19","ot"
"GEN 23:2","ot"
"GEN 23:20","ot"
"GEN 23:3","ot"
"GEN 23:5","ot"
"GEN 23:7","ot"
"GEN 23:8","ot"
"GEN 24:1","ot"
"GEN 24:10","ot"
"GEN 24:12","ot"
"GEN 24:14","ot"
"GEN 24:15","ot"
"GEN 24:2","ot"
"GEN 24:24","ot"
"GEN 24:27","ot"
"GEN 24:29","ot"
"GEN 24:30","ot"
"GEN 24:34","ot"
"GEN 24:36","ot"
"GEN 24:4","ot"
"GEN 24:42","ot"
"GEN 24:45","ot"
"GEN 24:47","ot"
"GEN 24:48","ot"
"GEN 24:50","ot"
"GEN 24:51","ot"
"GEN 24:52","ot"
"GEN 24:53","ot"
"GEN 24:58","ot"
"GEN 24:59","ot"
"GEN 24:6","ot"
"GEN 24:60","ot"
"GEN 24:61","ot"
"GEN 24:62","ot"
"GEN 24:63","ot"
"GEN 24:64","ot"
"GEN 24:66","ot"
"GEN 24:67","ot"
"GEN 24:9","ot"
"GEN 25:1","ot"
"GEN 25:10","ot"
"GEN 25:11","ot"
"GEN 25:12","ot"
"GEN 25:13","ot"
"GEN 25:14","ot"
"GEN 25:15","ot"
"GEN 25:16","ot"
"GEN 25:17","ot"
"GEN 25:19","ot"
"GEN 25:2","ot"
"GEN 25:20","ot"
"GEN 25:21","ot"
"GEN 25:25","ot"
"GEN 25:26","ot"
"GEN 25:27","ot"
"GEN 25:28","ot"
"GEN 25:29","ot"
"GEN 25:3","ot"
"GEN 25:30","ot"
"GEN 25:31","ot"
"GEN 25:32","ot"
"GEN 25:33","ot"
"GEN 25:34","ot"
"GEN 25:4","ot"
"GEN 25:5","ot"
"GEN 25:6","ot"
"GEN 25:7","ot"
"GEN 25:8","ot"
"GEN 25:9","ot"
"GEN 26:1","ot"
"GEN 26:10","ot"
"GEN 26:11","ot"
"GEN 26:12","ot"
"GEN 26:15","ot"
"GEN 26:16","ot"
"GEN 26:17","ot"
"GEN 26:18","ot"
"GEN 26:19","ot"
"GEN 26:20","ot"
"GEN 26:24","ot"
"GEN 26:25","ot"
"GEN 26:26","ot"
"GEN 26:27","ot"
"GEN 26:3","ot"
"GEN 26:31","ot"
"GEN 26:32","ot"
"GEN 26:34","ot"
"GEN 26:35","ot"
"GEN 26:5","ot"
"GEN 26:6","ot"
"GEN 26:7","ot"
"GEN 26:8","ot"
"GEN 26:9","ot"
"GEN 27:1","ot"
"GEN 27:11","ot"
"GEN 27:15","ot"
"GEN 27:17","ot"
"GEN 27:19","ot"
"GEN 27:20","ot"
"GEN 27:21","ot"
"GEN 27:22","ot"
"GEN 27:23","ot"
"GEN 27:24","ot"
"GEN 27:26","ot"
"GEN 27:30","ot"
"GEN 27:32","ot"
"GEN 27:33","ot"
"GEN 27:34","ot"
"GEN 27:36","ot"
"GEN 27:37","ot"
"GEN 27:38","ot"
"GEN 27:39","ot"
"GEN 27:41","ot"
"GEN 27:42","ot"
"GEN 27:43","ot"
"GEN 27:46","ot"
"GEN 27:5","ot"
"GEN 27:6","ot"
"GEN 28:1","ot"
"GEN 28:10","ot"
"GEN 28:13","ot"
"GEN 28:16","ot"
"GEN 28:18","ot"
"GEN 28:2","ot"
"GEN 28:20","ot"
"GEN 28:4","ot"
"GEN 28:5","ot"
"GEN 28:6","ot"
"GEN 28:7","ot"
"GEN 28:8","ot"
"GEN 28:9","ot"
"GEN 29:1","ot"
"GEN 29:10","ot"
"GEN 29:11","ot"
"GEN 29:12","ot"
"GEN 29:13","ot"
"GEN 29:14","ot"
"GEN 29:15","ot"
"GEN 29:16","ot"
"GEN 29:17","ot"
"GEN 29:18","ot"
"GEN 29:19","ot"
"GEN 29:20","ot"
"GEN 29:21","ot"
"GEN 29:22","ot"
"GEN 29:23","ot"
"GEN 29:24","ot"
"GEN 29:25","ot"
"GEN 29:26","ot"
"GEN 29:28","ot"
"GEN 29:29","ot"
"GEN 29:30","ot"
"GEN 29:31","ot"
"GEN 29:32","ot"
"GEN 29:33","ot"
"GEN 29:34","ot"
"GEN 29:35","ot"
"GEN 29:4","ot"
"GEN 29:5","ot"
"GEN 29:6","ot"
"GEN 29:9","ot"
"GEN 3:17","ot"
"GEN 3:20","ot"
"GEN 3:21","ot"
"GEN 3:8","ot"
"GEN 3:9","ot"
"GEN 30:1","ot"
"GEN 30:10","ot"
"GEN 30:11","ot"
"GEN 30:12","ot"
"GEN 30:13","ot"
"GEN 30:14","ot"
"GEN 30:15","ot"
"GEN 30:16","ot"
"GEN 30:17","ot"
"GEN 30:18","ot"
"GEN 30:19","ot"
"GEN 30:2","ot"
"GEN 30:20","ot"
"GEN 30:21","ot"
"GEN 30:22","ot"
"GEN 30:24","ot"
"GEN 30:25","ot"
"GEN 30:27","ot"
"GEN 30:3","ot"
"GEN 30:31","ot"
"GEN 30:34","ot"
"GEN 30:36","ot"
"GEN 30:37","ot"
"GEN 30:4","ot"
"GEN 30:40","ot"
"GEN 30:41","ot"
"GEN 30:42","ot"
"GEN 30:5","ot"
"GEN 30:6","ot"
"GEN 30:7","ot"
"GEN 30:8","ot"
"GEN 30:9","ot"
"GEN 31:1","ot"
"GEN 31:11","ot"
"GEN 31:12","ot"
"GEN 31:14","ot"
"GEN 31:17","ot"
"GEN 31:18","ot"
"GEN 31:19","ot"
"GEN 31:2","ot"
"GEN 31:20","ot"
"GEN 31:22","ot"
"GEN 31:24","ot"
"GEN 31:25","ot"
"GEN 31:26","ot"
"GEN 31:29","ot"
"GEN 31:3","ot"
"GEN 31:31","ot"
"GEN 31:32","ot"
"GEN 31:33","ot"
"GEN 31:34","ot"
"GEN 31:36","ot"
"GEN 31:4","ot"
"GEN 31:42","ot"
"GEN 31:43","ot"
"GEN 31:45","ot"
"GEN 31:46","ot"
"GEN 31:47","ot"
"GEN 31:48","ot"
"GEN 31:51","ot"
"GEN 31:53","ot"
"GEN 31:54","ot"
"GEN 31:55","ot"
"GEN 32:1","ot"
"GEN 32:11","ot"
"GEN 32:13","ot"
"GEN 32:17","ot"
"GEN 32:18","ot"
"GEN 32:19","ot"
"GEN 32:2","ot"
"GEN 32:20","ot"
"GEN 32:24","ot"
"GEN 32:25","ot"
"GEN 32:27","ot"
"GEN 32:28","ot"
"GEN 32:29","ot"
"GEN 32:3","ot"
"GEN 32:30","ot"
"GEN 32:32","ot"
"GEN 32:4","ot"
"GEN 32:6","ot"
"GEN 32:7","ot"
"GEN 32:8","ot"
"GEN 32:9","ot"
"GEN 33:1","ot"
"GEN 33:10","ot"
"GEN 33:15","ot"
"GEN 33:16","ot"
"GEN 33:17","ot"
"GEN 33:18","ot"
"GEN 33:19","ot"
"GEN 33:2","ot"
"GEN 33:4","ot"
"GEN 33:7","ot"
"GEN 33:9","ot"
"GEN 34:1","ot"
"GEN 34:11","ot"
"GEN 34:13","ot"
"GEN 34:18","ot"
"GEN 34:19","ot"
"GEN 34:2","ot"
"GEN 34:20","ot"
"GEN 34:24","ot"
"GEN 34:25","ot"
"GEN 34:26","ot"
"GEN 34:27","ot"
"GEN 34:3","ot"
"GEN 34:30","ot"
"GEN 34:4","ot"
"GEN 34:5","ot"
"GEN 34:6","ot"
"GEN 34:7","ot"
"GEN 34:8","ot"
"GEN 35:1","ot"
"GEN 35:10","ot"
"GEN 35:12","ot"
"GEN 35:14","ot"
"GEN 35:15","ot"
"GEN 35:16","ot"
"GEN 35:18","ot"
"GEN 35:19","ot"
"GEN 35:2","ot"
"GEN 35:20","ot"
"GEN 35:21","ot"
"GEN 35:22","ot"
"GEN 35:23","ot"
"GEN 35:24","ot"
"GEN 35:25","ot"
"GEN 35:26","ot"
"GEN 35:27","ot"
"GEN 35:28","ot"
"GEN 35:29","ot"
"GEN 35:4","ot"
"GEN 35:5","ot"
"GEN 35:6","ot"
"GEN 35:8","ot"
"GEN 35:9","ot"
"GEN 36:1","ot"
"GEN 36:10","ot"
"GEN 36:11","ot"
"GEN 36:12","ot"
"GEN 36:13","ot"
"GEN 36:14","ot"
"GEN 36:15","ot"
"GEN 36:16","ot"
"GEN 36:17","ot"
"GEN 36:18","ot"
"GEN 36:19","ot"
"GEN 36:2","ot"
"GEN 36:20","ot"
"GEN 36:21","ot"
"GEN 36:22","ot"
"GEN 36:23","ot"
"GEN 36:24","ot"
"GEN 36:25","ot"
"GEN 36:26","ot"
"GEN 36:27","ot"
"GEN 36:28","ot"
"GEN 36:29","ot"
"GEN 36:3","ot"
"GEN 36:30","ot"
"GEN 36:31","ot"
"GEN 36:32","ot"
"GEN 36:33","ot"
"GEN 36:34","ot"
"GEN 36:35","ot"
"GEN 36:36","ot"
"GEN 36:37","ot"
"GEN 36:38","ot"
"GEN 36:39","ot"
"GEN 36:4","ot"
"GEN 36:40","ot"
"GEN 36:41","ot"
"GEN 36:42","ot"
"GEN 36:43","ot"
"GEN 36:5","ot"
"GEN 36:6","ot"
"GEN 36:8","ot"
"GEN 36:9","ot"
"GEN 37:1","ot"
"GEN 37:13","ot"
"GEN 37:17","ot"
"GEN 37:2","ot"
"GEN 37:21","ot"
"GEN 37:22","ot"
"GEN 37:23","ot"
"GEN 37:25","ot"
"GEN 37:26","ot"
"GEN 37:27","ot"
"GEN 37:28","ot"
"GEN 37:29","ot"
"GEN 37:3","ot"
"GEN 37:31","ot"
"GEN 37:33","ot"
"GEN 37:34","ot"
"GEN 37:36","ot"
"GEN 37:5","ot"
"GEN 38:1","ot"
"GEN 38:11","ot"
"GEN 38:12","ot"
"GEN 38:13","ot"
"GEN 38:14","ot"
"GEN 38:15","ot"
"GEN 38:2","ot"
"GEN 38:20","ot"
"GEN 38:22","ot"
"GEN 38:23","ot"
"GEN 38:24","ot"
"GEN 38:26","ot"
"GEN 38:29","ot"
"GEN 38:3","ot"
"GEN 38:30","ot"
"GEN 38:4","ot"
"GEN 38:5","ot"
"GEN 38:6","ot"
"GEN 38:7","ot"
"GEN 38:8","ot"
"GEN 38:9","ot"
"GEN 39:1","ot"
"GEN 39:10","ot"
"GEN 39:2","ot"
"GEN 39:20","ot"
"GEN 39:21","ot"
"GEN 39:22","ot"
"GEN 39:4","ot"
"GEN 39:5","ot"
"GEN 39:6","ot"
"GEN 39:7","ot"
"GEN 4:1","ot"
"GEN 4:13","ot"
"GEN 4:15","ot"
"GEN 4:16","ot"
"GEN 4:17","ot"
"GEN 4:18","ot"
"GEN 4:19","ot"
"GEN 4:2","ot"
"GEN 4:20","ot"
"GEN 4:21","ot"
"GEN 4:22","ot"
"GEN 4:23","ot"
"GEN 4:24","ot"
"GEN 4:25","ot"
"GEN 4:26","ot"
"GEN 4:3","ot"
"GEN 4:4","ot"
"GEN 4:5","ot"
"GEN 4:6","ot"
"GEN 4:8","ot"
"GEN 4:9","ot"
"GEN 40:12","ot"
"GEN 40:16","ot"
"GEN 40:18","ot"
"GEN 40:22","ot"
"GEN 40:23","ot"
"GEN 40:3","ot"
"GEN 40:4","ot"
"GEN 40:6","ot"
"GEN 40:8","ot"
"GEN 40:9","ot"
"GEN 41:14","ot"
"GEN 41:15","ot"
"GEN 41:16","ot"
"GEN 41:17","ot"
"GEN 41:25","ot"
"GEN 41:39","ot"
"GEN 41:41","ot"
"GEN 41:42","ot"
"GEN 41:44","ot"
"GEN 41:45","ot"
"GEN 41:46","ot"
"GEN 41:49","ot"
"GEN 41:50","ot"
"GEN 41:51","ot"
"GEN 41:52","ot"
"GEN 41:54","ot"
"GEN 41:55","ot"
"GEN 41:56","ot"
"GEN 41:57","ot"
"GEN 42:1","ot"
"GEN 42:14","ot"
"GEN 42:18","ot"
"GEN 42:22","ot"
"GEN 42:23","ot"
"GEN 42:24","ot"
"GEN 42:25","ot"
"GEN 42:29","ot"
"GEN 42:3","ot"
"GEN 42:36","ot"
"GEN 42:37","ot"
"GEN 42:4","ot"
"GEN 42:5","ot"
"GEN 42:6","ot"
"GEN 42:7","ot"
"GEN 42:8","ot"
"GEN 42:9","ot"
"GEN 43:11","ot"
"GEN 43:14","ot"
"GEN 43:15","ot"
"GEN 43:16","ot"
"GEN 43:17","ot"
"GEN 43:18","ot"
"GEN 43:19","ot"
"GEN 43:23","ot"
"GEN 43:24","ot"
"GEN 43:25","ot"
"GEN 43:26","ot"
"GEN 43:29","ot"
"GEN 43:3","ot"
"GEN 43:30","ot"
"GEN 43:34","ot"
"GEN 43:6","ot"
"GEN 43:8","ot"
"GEN 44:12","ot"
"GEN 44:14","ot"
"GEN 44:15","ot"
"GEN 44:16","ot"
"GEN 44:18","ot"
"GEN 44:2","ot"
"GEN 44:4","ot"
"GEN 45:1","ot"
"GEN 45:12","ot"
"GEN 45:14","ot"
"GEN 45:16","ot"
"GEN 45:17","ot"
"GEN 45:21","ot"
"GEN 45:22","ot"
"GEN 45:25","ot"
"GEN 45:26","ot"
"GEN 45:27","ot"
"GEN 45:28","ot"
"GEN 45:3","ot"
"GEN 45:4","ot"
"GEN 45:9","ot"
"GEN 46:1","ot"
"GEN 46:10","ot"
"GEN 46:11","ot"
"GEN 46:12","ot"
"GEN 46:13","ot"
"GEN 46:14","ot"
"GEN 46:15","ot"
"GEN 46:16","ot"
"GEN 46:17","ot"
"GEN 46:18","ot"
"GEN 46:19","ot"
"GEN 46:2","ot"
"GEN 46:20","ot"
"GEN 46:21","ot"
"GEN 46:22","ot"
"GEN 46:23","ot"
"GEN 46:24","ot"
"GEN 46:25","ot"
"GEN 46:26","ot"
"GEN 46:27","ot"
"GEN 46:28","ot"
"GEN 46:29","ot"
"GEN 46:30","ot"
"GEN 46:31","ot"
"GEN 46:4","ot"
"GEN 46:5","ot"
"GEN 46:6","ot"
"GEN 46:8","ot"
"GEN 46:9","ot"
"GEN 47:1","ot"
"GEN 47:10","ot"
"GEN 47:11","ot"
"GEN 47:12","ot"
"GEN 47:14","ot"
"GEN 47:15","ot"
"GEN 47:16","ot"
"GEN 47:17","ot"
"GEN 47:20","ot"
"GEN 47:23","ot"
"GEN 47:26","ot"
"GEN 47:27","ot"
"GEN 47:28","ot"
"GEN 47:29","ot"
"GEN 47:31","ot"
"GEN 47:5","ot"
"GEN 47:7","ot"
"GEN 47:8","ot"
"GEN 47:9","ot"
"GEN 48:1","ot"
"GEN 48:10","ot"
"GEN 48:11","ot"
"GEN 48:12","ot"
"GEN 48:13","ot"
"GEN 48:14","ot"
"GEN 48:15","ot"
"GEN 48:16","ot"
"GEN 48:17","ot"
"GEN 48:18","ot"
"GEN 48:2","ot"
"GEN 48:20","ot"
"GEN 48:21","ot"
"GEN 48:3","ot"
"GEN 48:5","ot"
"GEN 48:7","ot"
"GEN 48:8","ot"
"GEN 48:9","ot"
"GEN 49:1","ot"
"GEN 49:10","ot"
"GEN 49:13","ot"
"GEN 49:14","ot"
"GEN 49:16","ot"
"GEN 49:17","ot"
"GEN 49:19","ot"
"GEN 49:2","ot"
"GEN 49:20","ot"
"GEN 49:21","ot"
"GEN 49:22","ot"
"GEN 49:24","ot"
"GEN 49:26","ot"
"GEN 49:27","ot"
"GEN 49:28","ot"
"GEN 49:29","ot"
"GEN 49:3","ot"
"GEN 49:30","ot"
"GEN 49:31","ot"
"GEN 49:32","ot"
"GEN 49:33","ot"
"GEN 49:5","ot"
"GEN 49:7","ot"
"GEN 49:8","ot"
"GEN 49:9","ot"
"GEN 5:1","ot"
"GEN 5:10","ot"
"GEN 5:11","ot"
"GEN 5:12","ot"
"GEN 5:13","ot"
"GEN 5:14","ot"
"GEN 5:15","ot"
"GEN 5:16","ot"
"GEN 5:17","ot"
"GEN 5:18","ot"
"GEN 5:19","ot"
"GEN 5:2","ot"
"GEN 5:20","ot"
"GEN 5:21","ot"
"GEN 5:22","ot"
"GEN 5:23","ot"
"GEN 5:24","ot"
"GEN 5:25","ot"
"GEN 5:26","ot"
"GEN 5:27","ot"
"GEN 5:28","ot"
"GEN 5:29","ot"
"GEN 5:3","ot"
"GEN 5:30","ot"
"GEN 5:31","ot"
"GEN 5:32","ot"
"GEN 5:4","ot"
"GEN 5:5","ot"
"GEN 5:6","ot"
"GEN 5:7","ot"
"GEN 5:8","ot"
"GEN 5:9","ot"
"GEN 50:1","ot"
"GEN 50:13","ot"
"GEN 50:14","ot"
"GEN 50:15","ot"
"GEN 50:16","ot"
"GEN 50:17","ot"
"GEN 50:19","ot"
"GEN 50:2","ot"
"GEN 50:22","ot"
"GEN 50:23","ot"
"GEN 50:24","ot"
"GEN 50:25","ot"
"GEN 50:26","ot"
"GEN 50:4","ot"
"GEN 50:7","ot"
"GEN 50:8","ot"
"GEN 6:10","ot"
"GEN 6:13","ot"
"GEN 6:22","ot"
"GEN 6:8","ot"
"GEN 6:9","ot"
"GEN 7:1","ot"
"GEN 7:11","ot"
"GEN 7:13","ot"
"GEN 7:15","ot"
"GEN 7:23","ot"
"GEN 7:5","ot"
"GEN 7:6","ot"
"GEN 7:7","ot"
"GEN 7:9","ot"
"GEN 8:1","ot"
"GEN 8:11","ot"
"GEN 8:13","ot"
"GEN 8:15","ot"
"GEN 8:18","ot"
"GEN 8:20","ot"
"GEN 8:6","ot"
"GEN 9:1","ot"
"GEN 9:17","ot"
"GEN 9:18","ot"
"GEN 9:19","ot"
"GEN 9:20","ot"
"GEN 9:22","ot"
"GEN 9:23","ot"
"GEN 9:24","ot"
"GEN 9:25","ot"
"GEN 9:26","ot"
"GEN 9:27","ot"
"GEN 9:28","ot"
"GEN 9:29","ot"
"GEN 9:8","ot"
"HAB 1:1","ot"
"HAB 3:1","ot"
"HAG 1:1","ot"
"HAG 1:12","ot"
"HAG 1:13","ot"
"HAG 1:14","ot"
"HAG 1:15","ot"
"HAG 1:3","ot"
"HAG 2:1","ot"
"HAG 2:10","ot"
"HAG 2:13","ot"
"HAG 2:14","ot"
"HAG 2:2","ot"
"HAG 2:20","ot"
"HAG 2:21","ot"
"HAG 2:23","ot"
"HAG 2:4","ot"
"HEB 10:10","nt"
"HEB 10:19","nt"
"HEB 10:28","nt"
"HEB 11:11","nt"
"HEB 11:17","nt"
"HEB 11:18","nt"
"HEB 11:20","nt"
"HEB 11:21","nt"
"HEB 11:22","nt"
"HEB 11:23","nt"
"HEB 11:24","nt"
"HEB 11:26","nt"
"HEB 11:31","nt"
"HEB 11:32","nt"
"HEB 11:4","nt"
"HEB 11:5","nt"
"HEB 11:7","nt"
"HEB 11:8","nt"
"HEB 11:9","nt"
"HEB 12:16","nt"
"HEB 12:2","nt"
"HEB 12:21","nt"
"HEB 12:24","nt"
"HEB 13:12","nt"
"HEB 13:20","nt"
"HEB 13:21","nt"
"HEB 13:23","nt"
"HEB 13:25","nt"
"HEB 13:8","nt"
"HEB 2:16","nt"
"HEB 2:9","nt"
"HEB 3:1","nt"
"HEB 3:14","nt"
"HEB 3:16","nt"
"HEB 3:2","nt"
"HEB 3:3","nt"
"HEB 3:5","nt"
"HEB 3:6","nt"
"HEB 4:14","nt"
"HEB 4:7","nt"
"HEB 4:8","nt"
"HEB 5:10","nt"
"HEB 5:4","nt"
"HEB 5:5","nt"
"HEB 5:6","nt"
"HEB 6:1","nt"
"HEB 6:13","nt"
"HEB 6:20","nt"
"HEB 7:1","nt"
"HEB 7:10","nt"
"HEB 7:11","nt"
"HEB 7:14","nt"
"HEB 7:15","nt"
"HEB 7:17","nt"
"HEB 7:2","nt"
"HEB 7:21","nt"
"HEB 7:22","nt"
"HEB 7:4","nt"
"HEB 7:5","nt"
"HEB 7:6","nt"
"HEB 7:9","nt"
"HEB 8:5","nt"
"HEB 8:8","nt"
"HEB 9:11","nt"
"HEB 9:14","nt"
"HEB 9:19","nt"
"HEB 9:24","nt"
"HEB 9:28","nt"
"HEB 9:4","nt"
"HOS 1:1","ot"
"HOS 1:10","ot"
"HOS 1:11","ot"
"HOS 1:2","ot"
"HOS 1:3","ot"
"HOS 1:4","ot"
"HOS 1:5","ot"
"HOS 1:6","ot"
"HOS 1:7","ot"
"HOS 1:8","ot"
"HOS 1:9","ot"
"HOS 10:1","ot"
"HOS 10:11","ot"
"HOS 10:14","ot"
"HOS 10:15","ot"
"HOS 10:6","ot"
"HOS 10:8","ot"
"HOS 10:9","ot"
"HOS 11:1","ot"
"HOS 11:12","ot"
"HOS 11:3","ot"
"HOS 11:8","ot"
"HOS 11:9","ot"
"HOS 12:1","ot"
"HOS 12:12","ot"
"HOS 12:13","ot"
"HOS 12:14","ot"
"HOS 12:2","ot"
"HOS 12:8","ot"
"HOS 13:1","ot"
"HOS 13:12","ot"
"HOS 13:9","ot"
"HOS 14:1","ot"
"HOS 14:5","ot"
"HOS 14:8","ot"
"HOS 3:1","ot"
"HOS 3:4","ot"
"HOS 3:5","ot"
"HOS 4:1","ot"
"HOS 4:15","ot"
"HOS 4:16","ot"
"HOS 4:17","ot"
"HOS 5:1","ot"
"HOS 5:10","ot"
"HOS 5:11","ot"
"HOS 5:12","ot"
"HOS 5:13","ot"
"HOS 5:14","ot"
"HOS 5:3","ot"
"HOS 5:5","ot"
"HOS 5:8","ot"
"HOS 5:9","ot"
"HOS 6:10","ot"
"HOS 6:11","ot"
"HOS 6:4","ot"
"HOS 6:7","ot"
"HOS 7:1","ot"
"HOS 7:10","ot"
"HOS 7:11","ot"
"HOS 7:8","ot"
"HOS 8:11","ot"
"HOS 8:14","ot"
"HOS 8:2","ot"
"HOS 8:3","ot"
"HOS 8:6","ot"
"HOS 8:8","ot"
"HOS 8:9","ot"
"HOS 9:1","ot"
"HOS 9:10","ot"
"HOS 9:11","ot"
"HOS 9:13","ot"
"HOS 9:16","ot"
"HOS 9:3","ot"
"HOS 9:7","ot"
"HOS 9:8","ot"
"ISA 1:1","ot"
"ISA 1:24","ot"
"ISA 1:3","ot"
"ISA 1:4","ot"
"ISA 10:17","ot"
"ISA 10:20","ot"
"ISA 10:21","ot"
"ISA 10:22","ot"
"ISA 10:26","ot"
"ISA 10:29","ot"
"ISA 11:1","ot"
"ISA 11:10","ot"
"ISA 11:12","ot"
"ISA 11:13","ot"
"ISA 11:16","ot"
"ISA 12:6","ot"
"ISA 13:1","ot"
"ISA 14:1","ot"
"ISA 14:2","ot"
"ISA 14:28","ot"
"ISA 16:5","ot"
"ISA 17:3","ot"
"ISA 17:4","ot"
"ISA 17:6","ot"
"ISA 17:7","ot"
"ISA 17:9","ot"
"ISA 19:17","ot"
"ISA 19:24","ot"
"ISA 19:25","ot"
"ISA 2:1","ot"
"ISA 2:3","ot"
"ISA 2:5","ot"
"ISA 2:6","ot"
"ISA 20:1","ot"
"ISA 20:2","ot"
"ISA 20:3","ot"
"ISA 21:10","ot"
"ISA 21:16","ot"
"ISA 21:17","ot"
"ISA 22:15","ot"
