passage,testament
"1KI 15:27","ot"
"1KI 15:28","ot"
"1KI 15:29","ot"
"1KI 15:3","ot"
"1KI 15:30","ot"
"1KI 15:31","ot"
"1KI 15:32","ot"
"1KI 15:33","ot"
"1KI 15:34","ot"
"1KI 15:4","ot"
"1KI 15:5","ot"
"1KI 15:6","ot"
"1KI 15:7","ot"
"1KI 15:8","ot"
"1KI 15:9","ot"
"1KI 16:1","ot"
"1KI 16:10","ot"
"1KI 16:11","ot"
"1KI 16:12","ot"
"1KI 16:13","ot"
"1KI 16:14","ot"
"1KI 16:15","ot"
"1KI 16:16","ot"
"1KI 16:17","ot"
"1KI 16:18","ot"
"1KI 16:19","ot"
"1KI 16:2","ot"
"1KI 16:20","ot"
"1KI 16:21","ot"
"1KI 16:22","ot"
"1KI 16:23","ot"
"1KI 16:24","ot"
"1KI 16:25","ot"
"1KI 16:26","ot"
"1KI 16:27","ot"
"1KI 16:28","ot"
"1KI 16:29","ot"
"1KI 16:3","ot"
"1KI 16:30","ot"
"1KI 16:31","ot"
"1KI 16:33","ot"
"1KI 16:34","ot"
"1KI 16:4","ot"
"1KI 16:5","ot"
"1KI 16:6","ot"
"1KI 16:7","ot"
"1KI 16:8","ot"
"1KI 16:9","ot"
"1KI 17:1","ot"
"1KI 17:13","ot"
"1KI 17:14","ot"
"1KI 17:15","ot"
"1KI 17:16","ot"
"1KI 17:18","ot"
"1KI 17:22","ot"
"1KI 17:23","ot"
"1KI 17:24","ot"
"1KI 18:1","ot"
"1KI 18:11","ot"
"1KI 18:12","ot"
"1KI 18:13","ot"
"1KI 18:14","ot"
"1KI 18:15","ot"
"1KI 18:16","ot"
"1KI 18:17","ot"
"1KI 18:18","ot"
"1KI 18:19","ot"
"1KI 18:2","ot"
"1KI 18:20","ot"
"1KI 18:21","ot"
"1KI 18:22","ot"
"1KI 18:25","ot"
"1KI 18:27","ot"
"1KI 18:3","ot"
"1KI 18:30","ot"
"1KI 18:31","ot"
"1KI 18:36","ot"
"1KI 18:4","ot"
"1KI 18:40","ot"
"1KI 18:41","ot"
"1KI 18:42","ot"
"1KI 18:44","ot"
"1KI 18:45","ot"
"1KI 18:46","ot"
"1KI 18:5","ot"
"1KI 18:6","ot"
"1KI 18:7","ot"
"1KI 18:8","ot"
"1KI 18:9","ot"
"1KI 19:1","ot"
"1KI 19:10","ot"
"1KI 19:13","ot"
"1KI 19:14","ot"
"1KI 19:15","ot"
"1KI 19:16","ot"
"1KI 19:17","ot"
"1KI 19:18","ot"
"1KI 19:19","ot"
"1KI 19:2","ot"
"1KI 19:20","ot"
"1KI 19:21","ot"
"1KI 19:3","ot"
"1KI 19:9","ot"
"1KI 2:1","ot"
"1KI 2:10","ot"
"1KI 2:11","ot"
"1KI 2:12","ot"
"1KI 2:13","ot"
"1KI 2:15","ot"
"1KI 2:17","ot"
"1KI 2:18","ot"
"1KI 2:19","ot"
"1KI 2:21","ot"
"1KI 2:22","ot"
"1KI 2:23","ot"
"1KI 2:24","ot"
"1KI 2:25","ot"
"1KI 2:26","ot"
"1KI 2:27","ot"
"1KI 2:28","ot"
"1KI 2:29","ot"
"1KI 2:3","ot"
"1KI 2:30","ot"
"1KI 2:31","ot"
"1KI 2:32","ot"
"1KI 2:33","ot"
"1KI 2:34","ot"
"1KI 2:35","ot"
"1KI 2:36","ot"
"1KI 2:38","ot"
"1KI 2:39","ot"
"1KI 2:4","ot"
"1KI 2:40","ot"
"1KI 2:41","ot"
"1KI 2:42","ot"
"1KI 2:44","ot"
"1KI 2:45","ot"
"1KI 2:46","ot"
"1KI 2:5","ot"
"1KI 2:7","ot"
"1KI 2:8","ot"
"1KI 20:1","ot"
"1KI 20:10","ot"
"1KI 20:11","ot"
"1KI 20:13","ot"
"1KI 20:14","ot"
"1KI 20:15","ot"
"1KI 20:16","ot"
"1KI 20:17","ot"
"1KI 20:2","ot"
"1KI 20:20","ot"
"1KI 20:21","ot"
"1KI 20:22","ot"
"1KI 20:26","ot"
"1KI 20:27","ot"
"1KI 20:28","ot"
"1KI 20:29","ot"
"1KI 20:30","ot"
"1KI 20:31","ot"
"1KI 20:32","ot"
"1KI 20:33","ot"
"1KI 20:34","ot"
"1KI 20:4","ot"
"1KI 20:40","ot"
"1KI 20:41","ot"
"1KI 20:43","ot"
"1KI 20:5","ot"
"1KI 20:7","ot"
"1KI 20:9","ot"
"1KI 21:1","ot"
"1KI 21:11","ot"
"1KI 21:12","ot"
"1KI 21:13","ot"
"1KI 21:14","ot"
"1KI 21:15","ot"
"1KI 21:16","ot"
"1KI 21:17","ot"
"1KI 21:18","ot"
"1KI 21:19","ot"
"1KI 21:2","ot"
"1KI 21:20","ot"
"1KI 21:21","ot"
"1KI 21:22","ot"
"1KI 21:23","ot"
"1KI 21:24","ot"
"1KI 21:25","ot"
"1KI 21:26","ot"
"1KI 21:27","ot"
"1KI 21:28","ot"
"1KI 21:29","ot"
"1KI 21:3","ot"
"1KI 21:4","ot"
"1KI 21:5","ot"
"1KI 21:6","ot"
"1KI 21:7","ot"
"1KI 21:8","ot"
"1KI 21:9","ot"
"1KI 22:1","ot"
"1KI 22:10","ot"
"1KI 22:11","ot"
"1KI 22:13","ot"
"1KI 22:14","ot"
"1KI 22:15","ot"
"1KI 22:17","ot"
"1KI 22:18","ot"
"1KI 22:2","ot"
"1KI 22:20","ot"
"1KI 22:24","ot"
"1KI 22:25","ot"
"1KI 22:26","ot"
"1KI 22:28","ot"
"1KI 22:29","ot"
"1KI 22:3","ot"
"1KI 22:30","ot"
"1KI 22:31","ot"
"1KI 22:32","ot"
"1KI 22:33","ot"
"1KI 22:34","ot"
"1KI 22:39","ot"
"1KI 22:4","ot"
"1KI 22:40","ot"
"1KI 22:41","ot"
"1KI 22:42","ot"
"1KI 22:43","ot"
"1KI 22:44","ot"
"1KI 22:45","ot"
"1KI 22:46","ot"
"1KI 22:48","ot"
"1KI 22:49","ot"
"1KI 22:5","ot"
"1KI 22:50","ot"
"1KI 22:51","ot"
"1KI 22:52","ot"
"1KI 22:53","ot"
"1KI 22:6","ot"
"1KI 22:7","ot"
"1KI 22:8","ot"
"1KI 22:9","ot"
"1KI 3:1","ot"
"1KI 3:10","ot"
"1KI 3:14","ot"
"1KI 3:15","ot"
"1KI 3:28","ot"
"1KI 3:3","ot"
"1KI 3:4","ot"
"1KI 3:5","ot"
"1KI 3:6","ot"
"1KI 3:7","ot"
"1KI 4:1","ot"
"1KI 4:10","ot"
"1KI 4:11","ot"
"1KI 4:12","ot"
"1KI 4:13","ot"
"1KI 4:14","ot"
"1KI 4:15","ot"
"1KI 4:16","ot"
"1KI 4:17","ot"
"1KI 4:18","ot"
"1KI 4:19","ot"
"1KI 4:2","ot"
"1KI 4:20","ot"
"1KI 4:21","ot"
"1KI 4:22","ot"
"1KI 4:25","ot"
"1KI 4:26","ot"
"1KI 4:27","ot"
"1KI 4:29","ot"
"1KI 4:3","ot"
"1KI 4:30","ot"
"1KI 4:31","ot"
"1KI 4:34","ot"
"1KI 4:4","ot"
"1KI 4:5","ot"
"1KI 4:6","ot"
"1KI 4:7","ot"
"1KI 4:8","ot"
"1KI 4:9","ot"
"1KI 5:1","ot"
"1KI 5:10","ot"
"1KI 5:11","ot"
"1KI 5:12","ot"
"1KI 5:13","ot"
"1KI 5:14","ot"
"1KI 5:15","ot"
"1KI 5:16","ot"
"1KI 5:18","ot"
"1KI 5:2","ot"
"1KI 5:3","ot"
"1KI 5:5","ot"
"1KI 5:7","ot"
"1KI 5:8","ot"
"1KI 6:1","ot"
"1KI 6:11","ot"
"1KI 6:12","ot"
"1KI 6:13","ot"
"1KI 6:14","ot"
"1KI 6:2","ot"
"1KI 6:21","ot"
"1KI 7:1","ot"
"1KI 7:13","ot"
"1KI 7:14","ot"
"1KI 7:21","ot"
"1KI 7:40","ot"
"1KI 7:45","ot"
"1KI 7:47","ot"
"1KI 7:48","ot"
"1KI 7:51","ot"
"1KI 7:8","ot"
"1KI 8:1","ot"
"1KI 8:12","ot"
"1KI 8:14","ot"
"1KI 8:15","ot"
"1KI 8:16","ot"
"1KI 8:17","ot"
"1KI 8:18","ot"
"1KI 8:2","ot"
"1KI 8:20","ot"
"1KI 8:22","ot"
"1KI 8:23","ot"
"1KI 8:24","ot"
"1KI 8:25","ot"
"1KI 8:26","ot"
"1KI 8:3","ot"
"1KI 8:30","ot"
"1KI 8:33","ot"
"1KI 8:34","ot"
"1KI 8:36","ot"
"1KI 8:38","ot"
"1KI 8:4","ot"
"1KI 8:41","ot"
"1KI 8:43","ot"
"1KI 8:5","ot"
"1KI 8:52","ot"
"1KI 8:53","ot"
"1KI 8:54","ot"
"1KI 8:55","ot"
"1KI 8:56","ot"
"1KI 8:59","ot"
"1KI 8:62","ot"
"1KI 8:63","ot"
"1KI 8:65","ot"
"1KI 8:66","ot"
"1KI 8:9","ot"
"1KI 9:1","ot"
"1KI 9:10","ot"
"1KI 9:11","ot"
"1KI 9:12","ot"
"1KI 9:14","ot"
"1KI 9:15","ot"
"1KI 9:16","ot"
"1KI 9:17","ot"
"1KI 9:19","ot"
"1KI 9:2","ot"
"1KI 9:20","ot"
"1KI 9:21","ot"
"1KI 9:22","ot"
"1KI 9:23","ot"
"1KI 9:24","ot"
"1KI 9:25","ot"
"1KI 9:26","ot"
"1KI 9:27","ot"
"1KI 9:28","ot"
"1KI 9:4","ot"
"1KI 9:5","ot"
"1KI 9:7","ot"
"1PE 1:1","nt"
"1PE 1:11","nt"
"1PE 1:13","nt"
"1PE 1:19","nt"
"1PE 1:2","nt"
"1PE 1:3","nt"
"1PE 1:7","nt"
"1PE 2:21","nt"
"1PE 2:5","nt"
"1PE 3:16","nt"
"1PE 3:18","nt"
"1PE 3:20","nt"
"1PE 3:21","nt"
"1PE 3:6","nt"
"1PE 4:1","nt"
"1PE 4:11","nt"
"1PE 4:13","nt"
"1PE 4:14","nt"
"1PE 5:1","nt"
"1PE 5:10","nt"
"1PE 5:12","nt"
"1PE 5:13","nt"
"1PE 5:14","nt"
"1SA 1:1","ot"
"1SA 1:12","ot"
"1SA 1:13","ot"
"1SA 1:14","ot"
"1SA 1:15","ot"
"1SA 1:17","ot"
"1SA 1:19","ot"
"1SA 1:2","ot"
"1SA 1:20","ot"
"1SA 1:21","ot"
"1SA 1:22","ot"
"1SA 1:23","ot"
"1SA 1:25","ot"
"1SA 1:3","ot"
"1SA 1:4","ot"
"1SA 1:5","ot"
"1SA 1:8","ot"
"1SA 1:9","ot"
"1SA 10:1","ot"
"1SA 10:11","ot"
"1SA 10:12","ot"
"1SA 10:14","ot"
"1SA 10:15","ot"
"1SA 10:16","ot"
"1SA 10:17","ot"
"1SA 10:18","ot"
"1SA 10:2","ot"
"1SA 10:20","ot"
"1SA 10:21","ot"
"1SA 10:24","ot"
"1SA 10:25","ot"
"1SA 10:26","ot"
"1SA 10:9","ot"
"1SA 11:1","ot"
"1SA 11:11","ot"
"1SA 11:12","ot"
"1SA 11:13","ot"
"1SA 11:14","ot"
"1SA 11:15","ot"
"1SA 11:2","ot"
"1SA 11:3","ot"
"1SA 11:4","ot"
"1SA 11:5","ot"
"1SA 11:6","ot"
"1SA 11:7","ot"
"1SA 11:8","ot"
"1SA 12:1","ot"
"1SA 12:11","ot"
"1SA 12:12","ot"
"1SA 12:18","ot"
"1SA 12:19","ot"
"1SA 12:20","ot"
"1SA 12:6","ot"
"1SA 12:8","ot"
"1SA 12:9","ot"
"1SA 13:1","ot"
"1SA 13:10","ot"
"1SA 13:11","ot"
"1SA 13:13","ot"
"1SA 13:15","ot"
"1SA 13:16","ot"
"1SA 13:19","ot"
"1SA 13:2","ot"
"1SA 13:20","ot"
"1SA 13:22","ot"
"1SA 13:3","ot"
"1SA 13:4","ot"
"1SA 13:5","ot"
"1SA 13:6","ot"
"1SA 13:7","ot"
"1SA 13:8","ot"
"1SA 13:9","ot"
"1SA 14:1","ot"
"1SA 14:12","ot"
"1SA 14:13","ot"
"1SA 14:14","ot"
"1SA 14:16","ot"
"1SA 14:17","ot"
"1SA 14:18","ot"
"1SA 14:19","ot"
"1SA 14:2","ot"
"1SA 14:20","ot"
"1SA 14:21","ot"
"1SA 14:22","ot"
"1SA 14:23","ot"
"1SA 14:24","ot"
"1SA 14:27","ot"
"1SA 14:29","ot"
"1SA 14:3","ot"
"1SA 14:33","ot"
"1SA 14:34","ot"
"1SA 14:35","ot"
"1SA 14:36","ot"
"1SA 14:37","ot"
"1SA 14:38","ot"
"1SA 14:39","ot"
"1SA 14:4","ot"
"1SA 14:40","ot"
"1SA 14:41","ot"
"1SA 14:42","ot"
"1SA 14:43","ot"
"1SA 14:44","ot"
"1SA 14:45","ot"
"1SA 14:46","ot"
"1SA 14:47","ot"
"1SA 14:48","ot"
"1SA 14:49","ot"
"1SA 14:50","ot"
"1SA 14:51","ot"
"1SA 14:52","ot"
"1SA 14:6","ot"
"1SA 14:8","ot"
"1SA 15:1","ot"
"1SA 15:10","ot"
"1SA 15:11","ot"
"1SA 15:12","ot"
"1SA 15:13","ot"
"1SA 15:14","ot"
"1SA 15:15","ot"
"1SA 15:16","ot"
"1SA 15:17","ot"
"1SA 15:2","ot"
"1SA 15:20","ot"
"1SA 15:22","ot"
"1SA 15:24","ot"
"1SA 15:26","ot"
"1SA 15:27","ot"
"1SA 15:28","ot"
"1SA 15:29","ot"
"1SA 15:30","ot"
"1SA 15:31","ot"
"1SA 15:32","ot"
"1SA 15:33","ot"
"1SA 15:34","ot"
"1SA 15:35","ot"
"1SA 15:4","ot"
"1SA 15:5","ot"
"1SA 15:6","ot"
"1SA 15:7","ot"
"1SA 15:8","ot"
"1SA 15:9","ot"
"1SA 16:1","ot"
"1SA 16:10","ot"
"1SA 16:11","ot"
"1SA 16:13","ot"
"1SA 16:14","ot"
"1SA 16:15","ot"
"1SA 16:17","ot"
"1SA 16:18","ot"
"1SA 16:19","ot"
"1SA 16:2","ot"
"1SA 16:20","ot"
"1SA 16:21","ot"
"1SA 16:22","ot"
"1SA 16:23","ot"
"1SA 16:3","ot"
"1SA 16:4","ot"
"1SA 16:5","ot"
"1SA 16:6","ot"
"1SA 16:7","ot"
"1SA 16:8","ot"
"1SA 16:9","ot"
"1SA 17:1","ot"
"1SA 17:10","ot"
"1SA 17:11","ot"
"1SA 17:12","ot"
"1SA 17:13","ot"
"1SA 17:14","ot"
"1SA 17:15","ot"
"1SA 17:17","ot"
"1SA 17:19","ot"
"1SA 17:2","ot"
"1SA 17:20","ot"
"1SA 17:21","ot"
"1SA 17:22","ot"
"1SA 17:23","ot"
"1SA 17:24","ot"
"1SA 17:25","ot"
"1SA 17:26","ot"
"1SA 17:28","ot"
"1SA 17:29","ot"
"1SA 17:3","ot"
"1SA 17:31","ot"
"1SA 17:32","ot"
"1SA 17:33","ot"
"1SA 17:34","ot"
"1SA 17:37","ot"
"1SA 17:38","ot"
"1SA 17:39","ot"
"1SA 17:4","ot"
"1SA 17:41","ot"
"1SA 17:42","ot"
"1SA 17:43","ot"
"1SA 17:44","ot"
"1SA 17:45","ot"
"1SA 17:46","ot"
"1SA 17:48","ot"
"1SA 17:49","ot"
"1SA 17:50","ot"
"1SA 17:51","ot"
"1SA 17:52","ot"
"1SA 17:53","ot"
"1SA 17:54","ot"
"1SA 17:55","ot"
"1SA 17:57","ot"
"1SA 17:58","ot"
"1SA 17:8","ot"
"1SA 18:1","ot"
"1SA 18:10","ot"
"1SA 18:11","ot"
"1SA 18:12","ot"
"1SA 18:13","ot"
"1SA 18:14","ot"
"1SA 18:15","ot"
"1SA 18:16","ot"
"1SA 18:17","ot"
"1SA 18:18","ot"
"1SA 18:19","ot"
"1SA 18:2","ot"
"1SA 18:20","ot"
"1SA 18:21","ot"
"1SA 18:22","ot"
"1SA 18:23","ot"
"1SA 18:24","ot"
"1SA 18:25","ot"
"1SA 18:26","ot"
"1SA 18:27","ot"
"1SA 18:28","ot"
"1SA 18:29","ot"
"1SA 18:3","ot"
"1SA 18:30","ot"
"1SA 18:4","ot"
"1SA 18:5","ot"
"1SA 18:6","ot"
"1SA 18:7","ot"
"1SA 18:8","ot"
"1SA 18:9","ot"
"1SA 19:1","ot"
"1SA 19:10","ot"
"1SA 19:11","ot"
"1SA 19:12","ot"
"1SA 19:13","ot"
"1SA 19:14","ot"
"1SA 19:15","ot"
"1SA 19:17","ot"
"1SA 19:18","ot"
"1SA 19:19","ot"
"1SA 19:2","ot"
"1SA 19:20","ot"
"1SA 19:21","ot"
"1SA 19:22","ot"
"1SA 19:24","ot"
"1SA 19:4","ot"
"1SA 19:5","ot"
"1SA 19:6","ot"
"1SA 19:7","ot"
"1SA 19:8","ot"
"1SA 19:9","ot"
"1SA 2:1","ot"
"1SA 2:11","ot"
"1SA 2:12","ot"
"1SA 2:14","ot"
"1SA 2:18","ot"
"1SA 2:20","ot"
"1SA 2:21","ot"
"1SA 2:22","ot"
"1SA 2:26","ot"
"1SA 2:27","ot"
"1SA 2:28","ot"
"1SA 2:29","ot"
"1SA 2:30","ot"
"1SA 2:32","ot"
"1SA 2:34","ot"
"1SA 20:1","ot"
"1SA 20:10","ot"
"1SA 20:11","ot"
"1SA 20:12","ot"
"1SA 20:13","ot"
"1SA 20:15","ot"
"1SA 20:16","ot"
"1SA 20:17","ot"
"1SA 20:18","ot"
"1SA 20:24","ot"
"1SA 20:25","ot"
"1SA 20:26","ot"
"1SA 20:27","ot"
"1SA 20:28","ot"
"1SA 20:3","ot"
"1SA 20:30","ot"
"1SA 20:31","ot"
"1SA 20:32","ot"
"1SA 20:33","ot"
"1SA 20:34","ot"
"1SA 20:35","ot"
"1SA 20:37","ot"
"1SA 20:38","ot"
"1SA 20:39","ot"
"1SA 20:4","ot"
"1SA 20:40","ot"
"1SA 20:41","ot"
"1SA 20:42","ot"
"1SA 20:5","ot"
"1SA 20:6","ot"
"1SA 20:9","ot"
"1SA 21:1","ot"
"1SA 21:10","ot"
"1SA 21:11","ot"
"1SA 21:12","ot"
"1SA 21:14","ot"
"1SA 21:2","ot"
"1SA 21:4","ot"
"1SA 21:5","ot"
"1SA 21:7","ot"
"1SA 21:8","ot"
"1SA 21:9","ot"
"1SA 22:1","ot"
"1SA 22:10","ot"
"1SA 22:11","ot"
"1SA 22:12","ot"
"1SA 22:13","ot"
"1SA 22:14","ot"
"1SA 22:16","ot"
"1SA 22:17","ot"
"1SA 22:18","ot"
"1SA 22:20","ot"
"1SA 22:21","ot"
"1SA 22:22","ot"
"1SA 22:3","ot"
"1SA 22:4","ot"
"1SA 22:5","ot"
"1SA 22:6","ot"
"1SA 22:7","ot"
"1SA 22:8","ot"
"1SA 22:9","ot"
"1SA 23:1","ot"
"1SA 23:10","ot"
"1SA 23:11","ot"
"1SA 23:12","ot"
"1SA 23:13","ot"
"1SA 23:14","ot"
"1SA 23:15","ot"
"1SA 23:16","ot"
"1SA 23:17","ot"
"1SA 23:18","ot"
"1SA 23:19","ot"
"1SA 23:2","ot"
"1SA 23:21","ot"
"1SA 23:23","ot"
"1SA 23:24","ot"
"1SA 23:25","ot"
"1SA 23:26","ot"
"1SA 23:27","ot"
"1SA 23:28","ot"
"1SA 23:29","ot"
"1SA 23:3","ot"
"1SA 23:4","ot"
"1SA 23:5","ot"
"1SA 23:6","ot"
"1SA 23:7","ot"
"1SA 23:8","ot"
"1SA 23:9","ot"
"1SA 24:1","ot"
"1SA 24:14","ot"
"1SA 24:16","ot"
"1SA 24:17","ot"
"1SA 24:2","ot"
"1SA 24:20","ot"
"1SA 24:22","ot"
"1SA 24:3","ot"
"1SA 24:4","ot"
"1SA 24:5","ot"
"1SA 24:7","ot"
"1SA 24:8","ot"
"1SA 24:9","ot"
"1SA 25:1","ot"
"1SA 25:10","ot"
"1SA 25:12","ot"
"1SA 25:13","ot"
"1SA 25:14","ot"
"1SA 25:18","ot"
"1SA 25:19","ot"
"1SA 25:20","ot"
"1SA 25:21","ot"
"1SA 25:22","ot"
"1SA 25:23","ot"
"1SA 25:25","ot"
"1SA 25:26","ot"
"1SA 25:3","ot"
"1SA 25:30","ot"
"1SA 25:32","ot"
"1SA 25:34","ot"
"1SA 25:35","ot"
"1SA 25:36","ot"
"1SA 25:37","ot"
"1SA 25:38","ot"
"1SA 25:39","ot"
"1SA 25:4","ot"
"1SA 25:40","ot"
"1SA 25:42","ot"
"1SA 25:43","ot"
"1SA 25:44","ot"
"1SA 25:5","ot"
"1SA 25:8","ot"
"1SA 25:9","ot"
"1SA 26:1","ot"
"1SA 26:10","ot"
"1SA 26:12","ot"
"1SA 26:13","ot"
"1SA 26:14","ot"
"1SA 26:15","ot"
"1SA 26:17","ot"
"1SA 26:2","ot"
"1SA 26:20","ot"
"1SA 26:21","ot"
"1SA 26:22","ot"
"1SA 26:25","ot"
"1SA 26:3","ot"
"1SA 26:4","ot"
"1SA 26:5","ot"
"1SA 26:6","ot"
"1SA 26:7","ot"
"1SA 26:8","ot"
"1SA 26:9","ot"
"1SA 27:1","ot"
"1SA 27:10","ot"
"1SA 27:11","ot"
"1SA 27:12","ot"
"1SA 27:2","ot"
"1SA 27:3","ot"
"1SA 27:4","ot"
"1SA 27:5","ot"
"1SA 27:6","ot"
"1SA 27:7","ot"
"1SA 27:8","ot"
"1SA 27:9","ot"
"1SA 28:1","ot"
"1SA 28:10","ot"
"1SA 28:11","ot"
"1SA 28:12","ot"
"1SA 28:13","ot"
"1SA 28:14","ot"
"1SA 28:15","ot"
"1SA 28:16","ot"
"1SA 28:17","ot"
"1SA 28:19","ot"
"1SA 28:2","ot"
"1SA 28:20","ot"
"1SA 28:21","ot"
"1SA 28:25","ot"
"1SA 28:3","ot"
"1SA 28:4","ot"
"1SA 28:5","ot"
"1SA 28:6","ot"
"1SA 28:7","ot"
"1SA 28:8","ot"
"1SA 28:9","ot"
"1SA 29:1","ot"
"1SA 29:11","ot"
"1SA 29:2","ot"
"1SA 29:3","ot"
"1SA 29:5","ot"
"1SA 29:6","ot"
"1SA 29:8","ot"
"1SA 29:9","ot"
"1SA 3:1","ot"
"1SA 3:10","ot"
"1SA 3:11","ot"
"1SA 3:12","ot"
"1SA 3:14","ot"
"1SA 3:15","ot"
"1SA 3:16","ot"
"1SA 3:18","ot"
"1SA 3:19","ot"
"1SA 3:2","ot"
"1SA 3:20","ot"
"1SA 3:21","ot"
"1SA 3:3","ot"
"1SA 3:4","ot"
"1SA 3:5","ot"
"1SA 3:6","ot"
"1SA 3:7","ot"
"1SA 3:8","ot"
"1SA 3:9","ot"
"1SA 30:1","ot"
"1SA 30:10","ot"
"1SA 30:11","ot"
"1SA 30:13","ot"
"1SA 30:14","ot"
"1SA 30:15","ot"
"1SA 30:16","ot"
"1SA 30:17","ot"
"1SA 30:18","ot"
"1SA 30:19","ot"
"1SA 30:20","ot"
"1SA 30:21","ot"
"1SA 30:22","ot"
"1SA 30:23","ot"
"1SA 30:25","ot"
"1SA 30:26","ot"
"1SA 30:29","ot"
"1SA 30:3","ot"
"1SA 30:31","ot"
"1SA 30:4","ot"
"1SA 30:5","ot"
"1SA 30:6","ot"
"1SA 30:7","ot"
"1SA 30:8","ot"
"1SA 30:9","ot"
"1SA 31:1","ot"
"1SA 31:11","ot"
"1SA 31:12","ot"
"1SA 31:2","ot"
"1SA 31:3","ot"
"1SA 31:4","ot"
"1SA 31:5","ot"
"1SA 31:6","ot"
"1SA 31:7","ot"
"1SA 31:8","ot"
"1SA 4:1","ot"
"1SA 4:10","ot"
"1SA 4:11","ot"
"1SA 4:12","ot"
"1SA 4:13","ot"
"1SA 4:14","ot"
"1SA 4:15","ot"
"1SA 4:16","ot"
"1SA 4:17","ot"
"1SA 4:18","ot"
"1SA 4:19","ot"
"1SA 4:2","ot"
"1SA 4:21","ot"
"1SA 4:22","ot"
"1SA 4:3","ot"
"1SA 4:4","ot"
"1SA 4:5","ot"
"1SA 5:10","ot"
"1SA 5:11","ot"
"1SA 5:7","ot"
"1SA 5:8","ot"
"1SA 6:14","ot"
"1SA 6:15","ot"
"1SA 6:18","ot"
"1SA 6:3","ot"
"1SA 6:5","ot"
"1SA 7:1","ot"
"1SA 7:10","ot"
"1SA 7:11","ot"
"1SA 7:12","ot"
"1SA 7:13","ot"
"1SA 7:14","ot"
"1SA 7:15","ot"
"1SA 7:16","ot"
"1SA 7:17","ot"
"1SA 7:2","ot"
"1SA 7:3","ot"
"1SA 7:4","ot"
"1SA 7:5","ot"
"1SA 7:6","ot"
"1SA 7:7","ot"
"1SA 7:8","ot"
"1SA 7:9","ot"
"1SA 8:1","ot"
"1SA 8:10","ot"
"1SA 8:19","ot"
"1SA 8:2","ot"
"1SA 8:21","ot"
"1SA 8:22","ot"
"1SA 8:4","ot"
"1SA 8:6","ot"
"1SA 8:7","ot"
"1SA 9:1","ot"
"1SA 9:10","ot"
"1SA 9:14","ot"
"1SA 9:15","ot"
"1SA 9:16","ot"
"1SA 9:17","ot"
"1SA 9:18","ot"
"1SA 9:19","ot"
"1SA 9:2","ot"
"1SA 9:20","ot"
"1SA 9:21","ot"
"1SA 9:22","ot"
"1SA 9:23","ot"
"1SA 9:24","ot"
"1SA 9:25","ot"
"1SA 9:26","ot"
"1SA 9:27","ot"
"1SA 9:3","ot"
"1SA 9:4","ot"
"1SA 9:5","ot"
"1SA 9:7","ot"
"1SA 9:8","ot"
"1SA 9:9","ot"
"1TH 1:1","nt"
"1TH 1:10","nt"
"1TH 1:3","nt"
"1TH 2:14","nt"
"1TH 2:15","nt"
"1TH 2:18","nt"
"1TH 2:19","nt"
"1TH 2:6","nt"
"1TH 3:11","nt"
"1TH 3:13","nt"
"1TH 3:2","nt"
"1TH 3:6","nt"
"1TH 4:1","nt"
"1TH 4:14","nt"
"1TH 4:16","nt"
"1TH 4:2","nt"
"1TH 5:18","nt"
"1TH 5:23","nt"
"1TH 5:28","nt"
"1TH 5:9","nt"
"1TI 1:1","nt"
"1TI 1:12","nt"
"1TI 1:14","nt"
"1TI 1:15","nt"
"1TI 1:16","nt"
"1TI 1:18","nt"
"1TI 1:2","nt"
"1TI 1:20","nt"
"1TI 2:13","nt"
"1TI 2:14","nt"
"1TI 2:5","nt"
"1TI 3:13","nt"
"1TI 4:6","nt"
"1TI 5:11","nt"
"1TI 5:21","nt"
"1TI 6:13","nt"
"1TI 6:14","nt"
"1TI 6:20","nt"
"1TI 6:21","nt"
"1TI 6:3","nt"
"2CH 1:1","ot"
"2CH 1:11","ot"
"2CH 1:13","ot"
"2CH 1:14","ot"
"2CH 1:16","ot"
"2CH 1:17","ot"
"2CH 1:2","ot"
"2CH 1:3","ot"
"2CH 1:4","ot"
"2CH 1:5","ot"
"2CH 1:6","ot"
"2CH 1:7","ot"
"2CH 1:8","ot"
"2CH 1:9","ot"
"2CH 10:1","ot"
"2CH 10:12","ot"
"2CH 10:13","ot"
"2CH 10:15","ot"
"2CH 10:16","ot"
"2CH 10:17","ot"
"2CH 10:18","ot"
"2CH 10:19","ot"
"2CH 10:2","ot"
"2CH 10:3","ot"
"2CH 10:6","ot"
"2CH 11:1","ot"
"2CH 11:10","ot"
"2CH 11:12","ot"
"2CH 11:13","ot"
"2CH 11:14","ot"
"2CH 11:16","ot"
"2CH 11:17","ot"
"2CH 11:18","ot"
"2CH 11:19","ot"
"2CH 11:2","ot"
"2CH 11:20","ot"
"2CH 11:21","ot"
"2CH 11:22","ot"
"2CH 11:23","ot"
"2CH 11:3","ot"
"2CH 11:4","ot"
"2CH 11:5","ot"
"2CH 12:1","ot"
"2CH 12:10","ot"
"2CH 12:12","ot"
"2CH 12:13","ot"
"2CH 12:15","ot"
"2CH 12:16","ot"
"2CH 12:2","ot"
"2CH 12:4","ot"
"2CH 12:5","ot"
"2CH 12:6","ot"
"2CH 12:7","ot"
"2CH 12:9","ot"
"2CH 13:1","ot"
