person_id,canonical_chinese,canonical_greek,latinized,sex,status,identity_group,testament,nt_ref_count,ot_ref_count,bible_ref_count
"person-001306","哈沙比雅","","Hashabiah","male","accepted","ot-idgrp-otc-0975","ot","0","4","4"
"person-001307","哈沙比雅","","Hashabiah","male","accepted","ot-idgrp-otc-0976","ot","0","1","1"
"person-001308","哈沙比雅","","Hashabiah","male","accepted","ot-idgrp-otc-0977","ot","0","1","1"
"person-001309","哈沙比雅","","Hashabiah","male","accepted","ot-idgrp-otc-0978","ot","0","1","1"
"person-001310","哈沙拿","","Hashabnah","male","accepted","ot-idgrp-otc-0979","ot","0","1","1"
"person-001311","哈沙尼","","Hashabneiah","male","accepted","ot-idgrp-otc-0980","ot","0","1","1"
"person-001312","哈沙尼","","Hashabneiah","male","accepted","ot-idgrp-otc-0981","ot","0","1","1"
"person-001313","哈拔大拿","","Hashbaddanah","male","accepted","ot-idgrp-otc-0982","ot","0","1","1"
"person-001314","哈舒巴","","Hashubah","male","accepted","ot-idgrp-otc-0983","ot","0","1","1"
"person-001315","哈顺","","Hashum","male","accepted","ot-idgrp-otc-0984","ot","0","3","3"
"person-001316","哈顺","","Hashum","male","accepted","ot-idgrp-otc-0985","ot","0","1","1"
"person-001317","哈顺","","Hashum","male","accepted","ot-idgrp-otc-0986","ot","0","1","1"
"person-001318","哈西努","","Hassenuah","male","accepted","ot-idgrp-otc-0987","ot","0","3","3"
"person-001319","哈述","","Hasshub","male","accepted","ot-idgrp-otc-0988","ot","0","2","2"
"person-001320","哈述","","Hasshub","male","accepted","ot-idgrp-otc-0989","ot","0","1","1"
"person-001321","哈述","","Hasshub","male","accepted","ot-idgrp-otc-0990","ot","0","1","1"
"person-001322","哈述","","Hasshub","male","accepted","ot-idgrp-otc-0991","ot","0","1","1"
"person-001323","哈苏巴","","Hasupha","male","accepted","ot-idgrp-otc-0992","ot","0","2","2"
"person-001324","哈他革","","Hathach","male","accepted","ot-idgrp-otc-0993","ot","0","4","4"
"person-001325","哈塔","","Hathath","male","accepted","ot-idgrp-otc-0994","ot","0","1","1"
"person-001326","哈提法","","Hatipha","male","accepted","ot-idgrp-otc-0995","ot","0","2","2"
"person-001327","哈底大","","Hatita","male","accepted","ot-idgrp-otc-0996","ot","0","2","2"
"person-001328","哈替","","Hattil","male","accepted","ot-idgrp-otc-0997","ot","0","2","2"
"person-001329","哈突","","Hattush","male","accepted","ot-idgrp-otc-0998","ot","0","1","1"
"person-001330","哈突","","Hattush","male","accepted","ot-idgrp-otc-0999","ot","0","1","1"
"person-001331","哈突","","Hattush","male","accepted","ot-idgrp-otc-1000","ot","0","2","2"
"person-001332","哈突","","Hattush","male","accepted","ot-idgrp-otc-1001","ot","0","1","1"
"person-001333","哈腓拉","","Havilah","male","accepted","ot-idgrp-otc-1002","ot","0","2","2"
"person-001334","哈腓拉","","Havilah","male","accepted","ot-idgrp-otc-1003","ot","0","2","2"
"person-001335","哈薛","","Hazael","male","accepted","ot-idgrp-otc-1004","ot","0","21","21"
"person-001336","哈赛雅","","Hazaiah","male","accepted","ot-idgrp-otc-1005","ot","0","1","1"
"person-001337","哈萨玛非","","Hazarmaveth","male","accepted","ot-idgrp-otc-1006","ot","0","2","2"
"person-001338","哈薛","","Haziel","male","accepted","ot-idgrp-otc-1007","ot","0","1","1"
"person-001339","哈琐","","Hazo","male","accepted","ot-idgrp-otc-1008","ot","0","1","1"
"person-001340","哈悉勒玻尼","","Hazzelelponi","female","accepted","ot-idgrp-otc-1009","ot","0","1","1"
"person-001341","希伯","","Heber","male","accepted","ot-idgrp-otc-1010","ot","0","1","1"
"person-001342","希伯","","Heber","male","accepted","ot-idgrp-otc-1011","ot","0","1","1"
"person-001343","希别","","Heber","male","accepted","ot-idgrp-otc-1012","ot","0","4","4"
"person-001344","希百","","Heber","male","accepted","ot-idgrp-otc-1013","ot","0","4","4"
"person-001345","希伯","","Hebron","male","accepted","ot-idgrp-otc-1014","ot","0","2","2"
"person-001346","希伯伦","","Hebron","male","accepted","ot-idgrp-otc-1015","ot","0","12","12"
"person-001347","希该","","Hegai","male","accepted","ot-idgrp-otc-1016","ot","0","3","3"
"person-001348","希拉","","Helah","female","accepted","ot-idgrp-otc-1017","ot","0","2","2"
"person-001349","黑玳","","Heldai","male","accepted","ot-idgrp-otc-1018","ot","0","2","2"
"person-001350","希立","","Heleb","male","accepted","ot-idgrp-otc-1019","ot","0","3","3"
"person-001351","希勒","","Helek","male","accepted","ot-idgrp-otc-1020","ot","0","2","2"
"person-001352","希利斯","","Helez","male","accepted","ot-idgrp-otc-1021","ot","0","1","1"
"person-001353","希利斯","","Helez","male","accepted","ot-idgrp-otc-1022","ot","0","3","3"
"person-001354","希勒恺","","Helkai","male","accepted","ot-idgrp-otc-1023","ot","0","1","1"
"person-001355","希伦","","Helon","male","accepted","ot-idgrp-otc-1024","ot","0","5","5"
"person-001356","希幔","","Hemam","male","accepted","ot-idgrp-otc-1025","ot","0","2","2"
"person-001357","希幔","","Heman","male","accepted","ot-idgrp-otc-1026","ot","0","1","1"
"person-001358","希幔","","Heman","male","accepted","ot-idgrp-otc-1027","ot","0","12","12"
"person-001359","希幔","","Heman","male","accepted","ot-idgrp-otc-1028","ot","0","2","2"
"person-001360","欣但","","Hemdan","male","accepted","ot-idgrp-otc-1029","ot","0","2","2"
"person-001361","希拿达","","Henadad","male","accepted","ot-idgrp-otc-1030","ot","0","2","2"
"person-001362","希拿达","","Henadad","male","accepted","ot-idgrp-otc-1031","ot","0","1","1"
"person-001363","希拿达","","Henadad","male","accepted","ot-idgrp-otc-1032","ot","0","1","1"
"person-001364","希弗","","Hepher","male","accepted","ot-idgrp-otc-1033","ot","0","1","1"
"person-001365","希弗","","Hepher","male","accepted","ot-idgrp-otc-1034","ot","0","1","1"
"person-001366","希弗","","Hepher","male","accepted","ot-idgrp-otc-1035","ot","0","5","5"
"person-001367","协西巴","","Hephzibah","female","accepted","ot-idgrp-otc-1036","ot","0","1","1"
"person-001368","黑勒施","","Heresh","male","accepted","ot-idgrp-otc-1037","ot","0","1","1"
"person-001369","希悉","","Hesed","male","accepted","ot-idgrp-otc-1038","ot","0","1","1"
"person-001370","赫","","Heth","male","accepted","ot-idgrp-otc-1039","ot","0","58","58"
"person-001371","希西家","","Hezekiah","male","accepted","ot-idgrp-otc-1041","ot","0","2","2"
"person-001372","希西家","","Hezekiah","male","accepted","ot-idgrp-otc-1042","ot","0","1","1"
"person-001373","希西家","","Hezekiah","male","accepted","ot-idgrp-otc-1043","ot","0","1","1"
"person-001374","希旬","","Hezion","male","accepted","ot-idgrp-otc-1044","ot","0","1","1"
"person-001375","希悉","","Hezir","male","accepted","ot-idgrp-otc-1045","ot","0","1","1"
"person-001376","希悉","","Hezir","male","accepted","ot-idgrp-otc-1046","ot","0","1","1"
"person-001377","希斯莱","","Hezro","male","accepted","ot-idgrp-otc-1047","ot","0","2","2"
"person-001378","希斯仑","","Hezron","male","accepted","ot-idgrp-otc-1048","ot","0","12","12"
"person-001379","希斯伦","","Hezron","male","accepted","ot-idgrp-otc-1049","ot","0","4","4"
"person-001380","希太","","Hiddai","male","accepted","ot-idgrp-otc-1050","ot","0","2","2"
"person-001381","希伊勒","","Hiel","male","accepted","ot-idgrp-otc-1051","ot","0","1","1"
"person-001382","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1052","ot","0","1","1"
"person-001383","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1053","ot","0","1","1"
"person-001384","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1054","ot","0","6","6"
"person-001385","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1055","ot","0","19","19"
"person-001386","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1056","ot","0","1","1"
"person-001387","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1057","ot","0","2","2"
"person-001388","希勒家","","Hilkiah","male","accepted","ot-idgrp-otc-1058","ot","0","1","1"
"person-001389","希列","","Hillel","male","accepted","ot-idgrp-otc-1059","ot","0","2","2"
"person-001390","希拉","","Hirah","male","accepted","ot-idgrp-otc-1060","ot","0","2","2"
"person-001391","户兰","","Hiram","male","accepted","ot-idgrp-otc-1061","ot","0","6","6"
"person-001392","希兰","","Hiram","male","accepted","ot-idgrp-otc-1062","ot","0","23","23"
"person-001393","希西基","","Hizki","male","accepted","ot-idgrp-otc-1063","ot","0","1","1"
"person-001394","希西家","","Hizkiah","male","accepted","ot-idgrp-otc-1064","ot","0","1","1"
"person-001395","何巴","","Hobab","male","accepted","ot-idgrp-otc-1065","ot","0","2","2"
"person-001396","河得","","Hod","male","accepted","ot-idgrp-otc-1066","ot","0","1","1"
"person-001397","何大雅","","Hodaviah","male","accepted","ot-idgrp-otc-1067","ot","0","1","1"
"person-001398","何达威雅","","Hodaviah","male","accepted","ot-idgrp-otc-1068","ot","0","1","1"
"person-001399","何达威雅","","Hodaviah","male","accepted","ot-idgrp-otc-1069","ot","0","1","1"
"person-001400","何达威雅","","Hodaviah","male","accepted","ot-idgrp-otc-1070","ot","0","3","3"
"person-001401","贺得","","Hodesh","female","accepted","ot-idgrp-otc-1071","ot","0","1","1"
"person-001402","荷第雅","","Hodiah","female","accepted","ot-idgrp-otc-1072","ot","0","1","1"
"person-001403","荷第雅","","Hodiah","male","accepted","ot-idgrp-otc-1073","ot","0","1","1"
"person-001404","荷第雅","","Hodiah","male","accepted","ot-idgrp-otc-1074","ot","0","1","1"
"person-001405","荷第雅","","Hodiah","male","accepted","ot-idgrp-otc-1075","ot","0","4","4"
"person-001406","曷拉","","Hoglah","female","accepted","ot-idgrp-otc-1076","ot","0","4","4"
"person-001407","何咸","","Hoham","male","accepted","ot-idgrp-otc-1077","ot","0","1","1"
"person-001408","何弗尼","","Hophni","male","accepted","ot-idgrp-otc-1078","ot","0","5","5"
"person-001409","合弗拉","","Hophra","male","accepted","ot-idgrp-otc-1079","ot","0","18","18"
"person-001410","荷兰","","Horam","male","accepted","ot-idgrp-otc-1080","ot","0","1","1"
"person-001411","何利","","Hori","male","accepted","ot-idgrp-otc-1081","ot","0","9","9"
"person-001412","何利","","Hori","male","accepted","ot-idgrp-otc-1082","ot","0","1","1"
"person-001413","何萨","","Hosah","male","accepted","ot-idgrp-otc-1083","ot","0","4","4"
"person-001414","何沙雅","","Hoshaiah","male","accepted","ot-idgrp-otc-1085","ot","0","2","2"
"person-001415","何沙雅","","Hoshaiah","male","accepted","ot-idgrp-otc-1086","ot","0","1","1"
"person-001416","何沙玛","","Hoshama","male","accepted","ot-idgrp-otc-1087","ot","0","1","1"
"person-001417","何细亚","","Hoshea","male","accepted","ot-idgrp-otc-1088","ot","0","1","1"
"person-001418","何细亚","","Hoshea","male","accepted","ot-idgrp-otc-1089","ot","0","8","8"
"person-001419","何细亚","","Hoshea","male","accepted","ot-idgrp-otc-1090","ot","0","1","1"
"person-001420","何坦","","Hotham","male","accepted","ot-idgrp-otc-1091","ot","0","1","1"
"person-001421","何坦","","Hotham","male","accepted","ot-idgrp-otc-1092","ot","0","2","2"
"person-001422","何提","","Hothir","male","accepted","ot-idgrp-otc-1093","ot","0","2","2"
"person-001423","户勒","","Hul","male","accepted","ot-idgrp-otc-1095","ot","0","2","2"
"person-001424","户勒大","","Huldah","female","accepted","ot-idgrp-otc-1096","ot","0","2","2"
"person-001425","胡巴","","Huppah","male","accepted","ot-idgrp-otc-1097","ot","0","1","1"
"person-001426","户品","","Huppim","male","accepted","ot-idgrp-otc-1098","ot","0","2","2"
"person-001427","户平","","Huppim","male","accepted","ot-idgrp-otc-1099","ot","0","3","3"
"person-001428","户珥","","Hur","male","accepted","ot-idgrp-otc-1101","ot","0","12","12"
"person-001429","户珥","","Hur","male","accepted","ot-idgrp-otc-1102","ot","0","1","1"
"person-001430","户珥","","Hur","male","accepted","ot-idgrp-otc-1103","ot","0","2","2"
"person-001431","户利","","Huri","male","accepted","ot-idgrp-otc-1104","ot","0","1","1"
"person-001432","户沙","","Hushah","male","accepted","ot-idgrp-otc-1105","ot","0","1","1"
"person-001433","户筛","","Hushai","male","accepted","ot-idgrp-otc-1106","ot","0","13","13"
"person-001434","户珊","","Husham","male","accepted","ot-idgrp-otc-1107","ot","0","4","4"
"person-001435","户伸","","Hushim","male","accepted","ot-idgrp-otc-1108","ot","0","1","1"
"person-001436","户伸","","Hushim","female","accepted","ot-idgrp-otc-1109","ot","0","2","2"
"person-001437","户伸","","Hushim","male","accepted","ot-idgrp-otc-1110","ot","0","3","3"
"person-001438","益辖","","Ibhar","male","accepted","ot-idgrp-otc-1111","ot","0","3","3"
"person-001439","伊比尼雅","","Ibneiah","male","accepted","ot-idgrp-otc-1112","ot","0","1","1"
"person-001440","伊比尼雅","","Ibnijah","male","accepted","ot-idgrp-otc-1113","ot","0","1","1"
"person-001441","伊比利","","Ibri","male","accepted","ot-idgrp-otc-1114","ot","0","1","1"
"person-001442","易伯散","","Ibsam","male","accepted","ot-idgrp-otc-1115","ot","0","1","1"
"person-001443","以比赞","","Ibzan","male","accepted","ot-idgrp-otc-1116","ot","0","2","2"
"person-001444","以迦博","","Ichabod","male","accepted","ot-idgrp-otc-1117","ot","0","2","2"
"person-001445","伊得巴","","Idbash","male","accepted","ot-idgrp-otc-1118","ot","0","1","1"
"person-001446","易多","","Iddo","male","accepted","ot-idgrp-otc-1119","ot","0","1","1"
"person-001447","易多","","Iddo","male","accepted","ot-idgrp-otc-1120","ot","0","2","2"
"person-001448","易多","","Iddo","male","accepted","ot-idgrp-otc-1121","ot","0","1","1"
"person-001449","易多","","Iddo","male","accepted","ot-idgrp-otc-1122","ot","0","3","3"
"person-001450","易多","","Iddo","male","accepted","ot-idgrp-otc-1123","ot","0","4","4"
"person-001451","易多","","Iddo","male","accepted","ot-idgrp-otc-1124","ot","0","1","1"
"person-001452","易多","","Iddo","male","accepted","ot-idgrp-otc-1125","ot","0","2","2"
"person-001453","以甲","","Igal","male","accepted","ot-idgrp-otc-1126","ot","0","1","1"
"person-001454","以甲","","Igal","male","accepted","ot-idgrp-otc-1127","ot","0","1","1"
"person-001455","以迦","","Igal","male","accepted","ot-idgrp-otc-1128","ot","0","1","1"
"person-001456","伊基大利","","Igdaliah","male","accepted","ot-idgrp-otc-1129","ot","0","1","1"
"person-001457","益吉","","Ikkesh","male","accepted","ot-idgrp-otc-1130","ot","0","3","3"
"person-001458","音拉","","Imlah","male","accepted","ot-idgrp-otc-1131","ot","0","4","4"
"person-001459","音麦","","Immer","male","accepted","ot-idgrp-otc-1132","ot","0","5","5"
"person-001460","音麦","","Immer","male","accepted","ot-idgrp-otc-1133","ot","0","2","2"
"person-001461","音麦","","Immer","male","accepted","ot-idgrp-otc-1134","ot","0","1","1"
"person-001462","音那","","Imna","male","accepted","ot-idgrp-otc-1135","ot","0","1","1"
"person-001463","音拿","","Imnah","male","accepted","ot-idgrp-otc-1136","ot","0","1","1"
"person-001464","音拿","","Imnah","male","accepted","ot-idgrp-otc-1137","ot","0","3","3"
"person-001465","音拉","","Imrah","male","accepted","ot-idgrp-otc-1138","ot","0","1","1"
"person-001466","音利","","Imri","male","accepted","ot-idgrp-otc-1139","ot","0","1","1"
"person-001467","音利","","Imri","male","accepted","ot-idgrp-otc-1140","ot","0","1","1"
"person-001468","伊弗底雅","","Iphdeiah","male","accepted","ot-idgrp-otc-1141","ot","0","1","1"
"person-001469","以珥","","Ir","male","accepted","ot-idgrp-otc-1142","ot","0","1","1"
"person-001470","以拉","","Ira","male","accepted","ot-idgrp-otc-1143","ot","0","1","1"
"person-001471","以拉","","Ira","male","accepted","ot-idgrp-otc-1144","ot","0","3","3"
"person-001472","以拉","","Ira","male","accepted","ot-idgrp-otc-1145","ot","0","2","2"
"person-001473","以拿","","Irad","male","accepted","ot-idgrp-otc-1146","ot","0","1","1"
"person-001474","以兰","","Iram","male","accepted","ot-idgrp-otc-1147","ot","0","2","2"
"person-001475","以利","","Iri","male","accepted","ot-idgrp-otc-1148","ot","0","1","1"
"person-001476","伊利雅","","Irijah","male","accepted","ot-idgrp-otc-1149","ot","0","2","2"
"person-001477","以路","","Iru","male","accepted","ot-idgrp-otc-1150","ot","0","1","1"
"person-001478","亦迦","","Iscah","female","accepted","ot-idgrp-otc-1153","ot","0","1","1"
"person-001479","伊施波设","","Ish-bosheth","male","accepted","ot-idgrp-otc-1154","ot","0","12","12"
"person-001480","益巴","","Ishbah","male","accepted","ot-idgrp-otc-1155","ot","0","1","1"
"person-001481","伊施巴","","Ishbak","male","accepted","ot-idgrp-otc-1156","ot","0","2","2"
"person-001482","以实·比诺","","Ishbi-benob","male","accepted","ot-idgrp-otc-1157","ot","0","1","1"
"person-001483","伊施荷","","Ishhod","male","accepted","ot-idgrp-otc-1158","ot","0","1","1"
"person-001484","以示","","Ishi","male","accepted","ot-idgrp-otc-1159","ot","0","1","1"
"person-001485","以示","","Ishi","male","accepted","ot-idgrp-otc-1160","ot","0","1","1"
"person-001486","以示","","Ishi","male","accepted","ot-idgrp-otc-1161","ot","0","1","1"
"person-001487","以示","","Ishi","male","accepted","ot-idgrp-otc-1162","ot","0","1","1"
"person-001488","伊施玛","","Ishma","male","accepted","ot-idgrp-otc-1163","ot","0","1","1"
"person-001489","以实玛利","","Ishmael","male","accepted","ot-idgrp-otc-1164","ot","0","2","2"
"person-001490","以实玛利","","Ishmael","male","accepted","ot-idgrp-otc-1165","ot","0","1","1"
"person-001491","以实玛利","","Ishmael","male","accepted","ot-idgrp-otc-1166","ot","0","1","1"
"person-001492","以实玛利","","Ishmael","male","accepted","ot-idgrp-otc-1167","ot","0","21","21"
"person-001493","以实玛利","","Ishmael","male","accepted","ot-idgrp-otc-1168","ot","0","1","1"
"person-001494","以实玛利","","Ishmael","male","accepted","ot-idgrp-otc-1169","ot","0","27","27"
"person-001495","以实买雅","","Ishmaiah","male","accepted","ot-idgrp-otc-1170","ot","0","1","1"
"person-001496","伊施玛雅","","Ishmaiah","male","accepted","ot-idgrp-otc-1171","ot","0","1","1"
"person-001497","伊施米莱","","Ishmerai","male","accepted","ot-idgrp-otc-1172","ot","0","1","1"
"person-001498","伊施巴","","Ishpah","male","accepted","ot-idgrp-otc-1173","ot","0","1","1"
"person-001499","伊施班","","Ishpan","male","accepted","ot-idgrp-otc-1174","ot","0","1","1"
"person-001500","亦施瓦","","Ishvah","male","accepted","ot-idgrp-otc-1175","ot","0","2","2"
"person-001501","亦施韦","","Ishvi","male","accepted","ot-idgrp-otc-1176","ot","0","3","3"
"person-001502","伊斯玛基雅","","Ismachiah","male","accepted","ot-idgrp-otc-1177","ot","0","1","1"
"person-001503","以萨迦","","Issachar","male","accepted","ot-idgrp-otc-1179","ot","0","1","1"
"person-001504","以萨迦","","Issachar","male","accepted","ot-idgrp-otc-1180","ot","0","39","39"
"person-001505","耶西亚","","Isshiah","male","accepted","ot-idgrp-otc-1181","ot","0","1","1"
"person-001506","耶西雅","","Isshiah","male","accepted","ot-idgrp-otc-1182","ot","0","2","2"
"person-001507","伊示雅","","Isshiah","male","accepted","ot-idgrp-otc-1183","ot","0","2","2"
"person-001508","伊示雅","","Isshiah","male","accepted","ot-idgrp-otc-1184","ot","0","1","1"
"person-001509","伊示雅","","Isshijah","male","accepted","ot-idgrp-otc-1185","ot","0","1","1"
"person-001510","以他玛","","Ithamar","male","accepted","ot-idgrp-otc-1186","ot","0","20","20"
"person-001511","以铁","","Ithiel","male","accepted","ot-idgrp-otc-1187","ot","0","1","1"
"person-001512","以铁","","Ithiel","male","accepted","ot-idgrp-otc-1188","ot","0","1","1"
"person-001513","伊特玛","","Ithmah","male","accepted","ot-idgrp-otc-1189","ot","0","1","1"
"person-001514","益兰","","Ithran","male","accepted","ot-idgrp-otc-1190","ot","0","2","2"
"person-001515","益兰","","Ithran","male","accepted","ot-idgrp-otc-1191","ot","0","2","2"
"person-001516","以特念","","Ithream","male","accepted","ot-idgrp-otc-1192","ot","0","2","2"
"person-001517","以太","","Ittai","male","accepted","ot-idgrp-otc-1193","ot","0","6","6"
"person-001518","以太","","Ittai","male","accepted","ot-idgrp-otc-1194","ot","0","2","2"
"person-001519","琐辖","","Izhar","male","accepted","ot-idgrp-otc-1195","ot","0","1","1"
"person-001520","以斯哈","","Izhar","male","accepted","ot-idgrp-otc-1196","ot","0","14","14"
"person-001521","伊斯利亚","","Izliah","male","accepted","ot-idgrp-otc-1197","ot","0","1","1"
"person-001522","伊斯拉希","","Izrahiah","male","accepted","ot-idgrp-otc-1198","ot","0","1","1"
"person-001523","耶西雅","","Izziah","male","accepted","ot-idgrp-otc-1199","ot","0","1","1"
"person-001524","雅哥巴","","Jaakobah","male","accepted","ot-idgrp-otc-1200","ot","0","1","1"
"person-001525","雅拉","","Jaalah","male","accepted","ot-idgrp-otc-1201","ot","0","2","2"
"person-001526","雅雷俄珥金","","Jaare-oregim","male","accepted","ot-idgrp-otc-1202","ot","0","2","2"
"person-001527","雅利西","","Jaareshiah","male","accepted","ot-idgrp-otc-1203","ot","0","1","1"
"person-001528","雅西业","","Jaasiel","male","accepted","ot-idgrp-otc-1204","ot","0","1","1"
"person-001529","雅西业","","Jaasiel","male","accepted","ot-idgrp-otc-1205","ot","0","1","1"
"person-001530","雅扫","","Jaasu","male","accepted","ot-idgrp-otc-1206","ot","0","1","1"
"person-001531","雅撒尼亚","","Jaazaniah","male","accepted","ot-idgrp-otc-1207","ot","0","1","1"
"person-001532","雅撒尼亚","","Jaazaniah","male","accepted","ot-idgrp-otc-1208","ot","0","1","1"
"person-001533","雅撒尼亚","","Jaazaniah","male","accepted","ot-idgrp-otc-1209","ot","0","1","1"
"person-001534","雅西雅","","Jaaziah","male","accepted","ot-idgrp-otc-1210","ot","0","2","2"
"person-001535","雅薛","","Jaaziel","male","accepted","ot-idgrp-otc-1211","ot","0","3","3"
"person-001536","雅八","","Jabal","male","accepted","ot-idgrp-otc-1212","ot","0","1","1"
"person-001537","雅比","","Jabesh","male","accepted","ot-idgrp-otc-1213","ot","0","3","3"
"person-001538","雅比斯","","Jabez","male","accepted","ot-idgrp-otc-1214","ot","0","2","2"
"person-001539","耶宾","","Jabin","male","accepted","ot-idgrp-otc-1215","ot","0","6","6"
"person-001540","耶宾","","Jabin","male","accepted","ot-idgrp-otc-1216","ot","0","1","1"
"person-001541","雅干","","Jacan","male","accepted","ot-idgrp-otc-1217","ot","0","1","1"
"person-001542","雅斤","","Jachin","male","accepted","ot-idgrp-otc-1218","ot","0","1","1"
"person-001543","雅斤","","Jachin","male","accepted","ot-idgrp-otc-1219","ot","0","2","2"
"person-001544","雅斤","","Jachin","male","accepted","ot-idgrp-otc-1220","ot","0","4","4"
"person-001545","雅大","","Jada","male","accepted","ot-idgrp-otc-1221","ot","0","2","2"
"person-001546","雅玳","","Jaddai","male","accepted","ot-idgrp-otc-1222","ot","0","1","1"
"person-001547","押杜亚","","Jaddua","male","accepted","ot-idgrp-otc-1223","ot","0","1","1"
"person-001548","押杜亚","","Jaddua","male","accepted","ot-idgrp-otc-1224","ot","0","2","2"
"person-001549","雅顿","","Jadon","male","accepted","ot-idgrp-otc-1225","ot","0","1","1"
"person-001550","雅亿","","Jael","female","accepted","ot-idgrp-otc-1226","ot","0","6","6"
"person-001551","雅哈","","Jahath","male","accepted","ot-idgrp-otc-1227","ot","0","2","2"
"person-001552","雅哈","","Jahath","male","accepted","ot-idgrp-otc-1228","ot","0","1","1"
"person-001553","雅哈","","Jahath","male","accepted","ot-idgrp-otc-1229","ot","0","1","1"
"person-001554","雅哈","","Jahath","male","accepted","ot-idgrp-otc-1230","ot","0","1","1"
"person-001555","雅哈悉","","Jahaziel","male","accepted","ot-idgrp-otc-1231","ot","0","1","1"
"person-001556","雅哈悉","","Jahaziel","male","accepted","ot-idgrp-otc-1232","ot","0","1","1"
"person-001557","雅哈悉","","Jahaziel","male","accepted","ot-idgrp-otc-1233","ot","0","2","2"
"person-001558","雅哈悉","","Jahaziel","male","accepted","ot-idgrp-otc-1234","ot","0","1","1"
"person-001559","雅哈悉","","Jahaziel","male","accepted","ot-idgrp-otc-1235","ot","0","1","1"
"person-001560","雅代","","Jahdai","female","accepted","ot-idgrp-otc-1236","ot","0","1","1"
"person-001561","雅叠","","Jahdiel","male","accepted","ot-idgrp-otc-1237","ot","0","1","1"
"person-001562","耶哈多","","Jahdo","male","accepted","ot-idgrp-otc-1238","ot","0","1","1"
"person-001563","雅利","","Jahleel","male","accepted","ot-idgrp-otc-1239","ot","0","2","2"
"person-001564","雅买","","Jahmai","male","accepted","ot-idgrp-otc-1240","ot","0","1","1"
"person-001565","雅薛","","Jahzeel","male","accepted","ot-idgrp-otc-1241","ot","0","3","3"
"person-001566","雅哈谢","","Jahzeiah","male","accepted","ot-idgrp-otc-1242","ot","0","1","1"
"person-001567","雅希细拉","","Jahzerah","male","accepted","ot-idgrp-otc-1243","ot","0","1","1"
"person-001568","睚珥","","Jair","male","accepted","ot-idgrp-otc-1244","ot","0","1","1"
"person-001569","睚珥","","Jair","male","accepted","ot-idgrp-otc-1245","ot","0","2","2"
"person-001570","睚珥","","Jair","male","accepted","ot-idgrp-otc-1246","ot","0","5","5"
"person-001571","雅基","","Jakeh","male","accepted","ot-idgrp-otc-1247","ot","0","1","1"
"person-001572","雅金","","Jakim","male","accepted","ot-idgrp-otc-1248","ot","0","1","1"
"person-001573","雅金","","Jakim","male","accepted","ot-idgrp-otc-1249","ot","0","1","1"
"person-001574","雅兰","","Jalam","male","accepted","ot-idgrp-otc-1250","ot","0","4","4"
"person-001575","雅伦","","Jalon","male","accepted","ot-idgrp-otc-1251","ot","0","1","1"
"person-001576","雅悯","","Jamin","male","accepted","ot-idgrp-otc-1252","ot","0","1","1"
"person-001577","雅悯","","Jamin","male","accepted","ot-idgrp-otc-1253","ot","0","4","4"
"person-001578","雅悯","","Jamin","male","accepted","ot-idgrp-otc-1254","ot","0","1","1"
"person-001579","雅米勒","","Jamlech","male","accepted","ot-idgrp-otc-1255","ot","0","1","1"
"person-001580","雅乃","","Janai","male","accepted","ot-idgrp-otc-1256","ot","0","1","1"
"person-001581","雅弗","","Japheth","male","accepted","ot-idgrp-otc-1257","ot","0","11","11"
"person-001582","雅非亚","","Japhia","male","accepted","ot-idgrp-otc-1258","ot","0","3","3"
"person-001583","雅非亚","","Japhia","male","accepted","ot-idgrp-otc-1259","ot","0","1","1"
"person-001584","雅弗勒","","Japhlet","male","accepted","ot-idgrp-otc-1260","ot","0","3","3"
"person-001585","耶哈","","Jarha","male","accepted","ot-idgrp-otc-1262","ot","0","2","2"
"person-001586","雅立","","Jarib","male","accepted","ot-idgrp-otc-1263","ot","0","1","1"
"person-001587","雅立","","Jarib","male","accepted","ot-idgrp-otc-1264","ot","0","1","1"
"person-001588","耶罗亚","","Jaroah","male","accepted","ot-idgrp-otc-1265","ot","0","1","1"
"person-001589","雅善","","Jashen","male","accepted","ot-idgrp-otc-1267","ot","0","2","2"
"person-001590","雅朔班","","Jashobeam","male","accepted","ot-idgrp-otc-1268","ot","0","1","1"
"person-001591","雅朔班","","Jashobeam","male","accepted","ot-idgrp-otc-1269","ot","0","3","3"
"person-001592","雅述","","Jashub","male","accepted","ot-idgrp-otc-1270","ot","0","1","1"
"person-001593","雅述","","Jashub","male","accepted","ot-idgrp-otc-1271","ot","0","3","3"
"person-001594","耶提聂","","Jathniel","male","accepted","ot-idgrp-otc-1272","ot","0","1","1"
"person-001595","雅完","","Javan","male","accepted","ot-idgrp-otc-1273","ot","0","5","5"
"person-001596","雅悉","","Jaziz","male","accepted","ot-idgrp-otc-1274","ot","0","1","1"
"person-001597","耶特赖","","Jeatherai","male","accepted","ot-idgrp-otc-1275","ot","0","2","2"
