name_id,person_id,name_text,language,source_scope,status
"name-0860","nt-people-0322","Συμεών","en","canonical","accepted"
"name-0861","nt-people-0322","Νίγερ","en","canonical","accepted"
"name-0862","nt-people-0323","Simeon","en","canonical","accepted"
"name-0863","nt-people-0323","שִׁמְעוֹן","en","canonical","pending"
"name-0864","nt-people-0323","שִׁמְעֹנִי","en","canonical","pending"
"name-0865","nt-people-0323","Συμεών","grc","alias","accepted"
"name-0866","nt-people-0324","Simeon","en","canonical","accepted"
"name-0867","nt-people-0324","Συμεών","en","canonical","accepted"
"name-0868","nt-people-0325","Simeon","en","canonical","accepted"
"name-0869","nt-people-0325","Συμεών","en","canonical","accepted"
"name-0870","nt-people-0326","Simon","en","canonical","accepted"
"name-0871","nt-people-0326","Σίμων","en","canonical","accepted"
"name-0872","nt-people-0327","Simon","en","canonical","accepted"
"name-0873","nt-people-0327","Σίμων","en","canonical","accepted"
"name-0874","nt-people-0328","Simon","en","canonical","accepted"
"name-0875","nt-people-0328","Σίμων","en","canonical","accepted"
"name-0876","nt-people-0329","Simon","en","canonical","accepted"
"name-0877","nt-people-0329","Σίμων","en","canonical","accepted"
"name-0878","nt-people-0329","ζηλωτής","en","canonical","accepted"
"name-0879","nt-people-0330","Simon","en","canonical","accepted"
"name-0880","nt-people-0330","Σίμων","en","canonical","accepted"
"name-0881","nt-people-0331","Simon","en","canonical","accepted"
"name-0882","nt-people-0331","Σίμων","en","canonical","accepted"
"name-0883","nt-people-0332","Simon","en","canonical","accepted"
"name-0884","nt-people-0332","Σίμων","en","canonical","accepted"
"name-0885","nt-people-0333","Solomon","en","canonical","accepted"
"name-0886","nt-people-0333","שְׁלֹמֹה","en","canonical","pending"
"name-0887","nt-people-0333","יְדִידְיָה","en","canonical","pending"
"name-0888","nt-people-0333","Σολομών, Σαλωμών","grc","alias","accepted"
"name-0889","nt-people-0334","Sopater","en","canonical","accepted"
"name-0890","nt-people-0334","Σώπατρος","en","canonical","accepted"
"name-0891","nt-people-0334","Σωσίπατρος","en","canonical","accepted"
"name-0892","nt-people-0335","Sosthenes","en","canonical","accepted"
"name-0893","nt-people-0335","Σωσθένης","en","canonical","accepted"
"name-0894","nt-people-0336","Stachys","en","canonical","accepted"
"name-0895","nt-people-0336","Στάχυς","en","canonical","accepted"
"name-0896","nt-people-0337","Stephanas","en","canonical","accepted"
"name-0897","nt-people-0337","Στεφανᾶς","en","canonical","accepted"
"name-0898","nt-people-0338","Stephen","en","canonical","accepted"
"name-0899","nt-people-0338","Στέφανος","en","canonical","accepted"
"name-0900","nt-people-0339","Susanna","en","canonical","accepted"
"name-0901","nt-people-0339","Σουσάννα","en","canonical","accepted"
"name-0902","nt-people-0340","Syntyche","en","canonical","accepted"
"name-0903","nt-people-0340","Συντύχη","en","canonical","accepted"
"name-0904","nt-people-0341","Tabitha","en","canonical","accepted"
"name-0905","nt-people-0341","Ταβιθά","en","canonical","accepted"
"name-0906","nt-people-0341","Δορκάς","en","canonical","accepted"
"name-0907","nt-people-0342","Tamar","en","canonical","accepted"
"name-0908","nt-people-0342","תָּמָר","en","canonical","pending"
"name-0909","nt-people-0342","Θάμαρ","grc","alias","accepted"
"name-0910","nt-people-0343","Terah","en","canonical","accepted"
"name-0911","nt-people-0343","תֶּ֫רַח","en","canonical","pending"
"name-0912","nt-people-0343","Θάρα","grc","alias","accepted"
"name-0913","nt-people-0344","Tertius","en","canonical","accepted"
"name-0914","nt-people-0344","Τέρτιος","en","canonical","accepted"
"name-0915","nt-people-0345","Tertullus","en","canonical","accepted"
"name-0916","nt-people-0345","Τέρτυλλος","en","canonical","accepted"
"name-0917","nt-people-0346","Theophilus","en","canonical","accepted"
"name-0918","nt-people-0346","Θεόφιλος","en","canonical","accepted"
"name-0919","nt-people-0347","Theudas","en","canonical","accepted"
"name-0920","nt-people-0347","Θευδᾶς","en","canonical","accepted"
"name-0921","nt-people-0348","Thomas","en","canonical","accepted"
"name-0922","nt-people-0348","Θωμᾶς","en","canonical","accepted"
"name-0923","nt-people-0348","Δίδυμος","en","canonical","accepted"
"name-0924","nt-people-0349","Tiberius","en","canonical","accepted"
"name-0925","nt-people-0349","Τιβέριος","en","canonical","accepted"
"name-0926","nt-people-0349","Καῖσαρ","en","canonical","accepted"
"name-0927","nt-people-0350","Timaeus","en","canonical","accepted"
"name-0928","nt-people-0350","Τιμαῖος","en","canonical","accepted"
"name-0929","nt-people-0351","Timon","en","canonical","accepted"
"name-0930","nt-people-0351","Τίμων","en","canonical","accepted"
"name-0931","nt-people-0352","Timothy","en","canonical","accepted"
"name-0932","nt-people-0352","Τιμόθεος","en","canonical","accepted"
"name-0933","nt-people-0353","Titus","en","canonical","accepted"
"name-0934","nt-people-0353","Τίτος","en","canonical","accepted"
"name-0935","nt-people-0354","Trophimus","en","canonical","accepted"
"name-0936","nt-people-0354","Τρόφιμος","en","canonical","accepted"
"name-0937","nt-people-0355","Tryphaena","en","canonical","accepted"
"name-0938","nt-people-0355","Τρύφαινα","en","canonical","accepted"
"name-0939","nt-people-0356","Tryphosa","en","canonical","accepted"
"name-0940","nt-people-0356","Τρυφῶσα","en","canonical","accepted"
"name-0941","nt-people-0357","Tychicus","en","canonical","accepted"
"name-0942","nt-people-0357","Τυχικός","en","canonical","accepted"
"name-0943","nt-people-0358","Tyrannus","en","canonical","accepted"
"name-0944","nt-people-0358","Τύραννος","en","canonical","accepted"
"name-0945","nt-people-0359","Urbanus","en","canonical","accepted"
"name-0946","nt-people-0359","Οὐρβανός","en","canonical","accepted"
"name-0947","nt-people-0360","Uriah","en","canonical","accepted"
"name-0948","nt-people-0360","אוּרִיָּה","en","canonical","pending"
"name-0949","nt-people-0360","Οὐρίας","grc","alias","accepted"
"name-0950","nt-people-0361","Uzziah","en","canonical","accepted"
"name-0951","nt-people-0361","עֻזִּיָּהוּ","en","canonical","pending"
"name-0952","nt-people-0361","עֲזַרְיָה","en","canonical","pending"
"name-0953","nt-people-0361","עֲזַרְיָ֫הוּ","en","variant","pending"
"name-0954","nt-people-0361","Ὀζίας","grc","alias","accepted"
"name-0955","nt-people-0362","Zacchaeus","en","canonical","accepted"
"name-0956","nt-people-0362","Ζακχαῖος","en","canonical","accepted"
"name-0957","nt-people-0363","Zadok","en","canonical","accepted"
"name-0958","nt-people-0363","Σαδώκ","en","canonical","accepted"
"name-0959","nt-people-0364","Zebedee","en","canonical","accepted"
"name-0960","nt-people-0364","Ζεβεδαῖος","en","canonical","accepted"
"name-0961","nt-people-0365","Zebulun","en","canonical","accepted"
"name-0962","nt-people-0365","זְבוּלֻן","en","canonical","pending"
"name-0963","nt-people-0365","זְבוּלֹנִי","en","alias","pending"
"name-0964","nt-people-0365","Ζαβουλών","grc","alias","accepted"
"name-0965","nt-people-0366","Zechariah","en","canonical","accepted"
"name-0966","nt-people-0366","זְכַרְיָהוּ","en","canonical","pending"
"name-0967","nt-people-0366","Ζαχαρίας","grc","alias","accepted"
"name-0968","nt-people-0367","Zechariah","en","canonical","accepted"
"name-0969","nt-people-0367","Ζαχαρίας","en","canonical","accepted"
"name-0970","nt-people-0368","Zenas","en","canonical","accepted"
"name-0971","nt-people-0368","Ζηνᾶς","en","canonical","accepted"
"name-0972","nt-people-0369","Zerah","en","canonical","accepted"
"name-0973","nt-people-0369","זֶ֫רַח","en","canonical","pending"
"name-0974","nt-people-0369","זַרְחִי","en","alias","pending"
"name-0975","nt-people-0369","יִזְרָ֑ח","en","alias","pending"
"name-0976","nt-people-0369","אֶזְרָחִי","en","alias","pending"
"name-0977","nt-people-0369","Ζαρά","grc","alias","accepted"
"name-0978","nt-people-0370","Zerubbabel","en","canonical","accepted"
"name-0979","nt-people-0370","זְרֻבָּבֶ֫ל","en","canonical","pending"
"name-0980","nt-people-0370","שֵׁשְׁבַּצַּר","en","canonical","pending"
"name-0981","nt-people-0370","Ζοροβάβελ","grc","alias","accepted"
"name-0982","nt-people-0371","Zerubbabel","en","canonical","accepted"
"name-0983","nt-people-0371","Ζοροβάβελ","en","canonical","accepted"
